stage,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,iridophores,lateral.line,liver,mesenchyme,mural.cell,muscle,neural,notochord,olfactory,otic,periderm,pronephros,spinal.cord,vasculature,visceral.smooth.muscle,xanthophores
 36-46,0,0,162.3,0,0,0,0,0,0,0,0,0,0,0,0,3.77,0,0,0,0.59,0,0,0,0,0
 48-58,2.4,0,631.7,0,0,0,10.42,0,0,2.03,0,1.04,9.43,4.59,0.6,44.3,0,0,0,0,0,3.45,0,0,0
 60-70,0,0,1111.99,0,0,1.18,7.94,0,0,0,0,0,3.81,0,0.67,140.35,0,0,4.86,0,0,6.2,0,0,11.13
 72-82,7.68,0,799.26,1.95,2,0,18.61,0,0,0,1.2,0,25.54,0.72,0,92.23,0,0,0,2.23,0,6.95,0,8.65,2.27
 84-94,5.76,0,831.95,0,0,1.93,25.21,0,0,3.55,0,0,16.41,0,0,96.8,0,1.04,0,0,0,26.74,0,1.28,0
 96-106,6.75,5.31,1244.27,0,0,0,11.89,0.7,1.23,0,0,1.56,26.79,0,0,32.67,0,0.83,0,1.51,0,1.39,0,0,0
108-118,10.28,1.76,1643.03,0,0,2.61,11.07,0,0,0,0,14.66,24.48,0,1.2,64.82,0,0,0,0.86,0.73,9.96,1.17,0,0
120,19,0,773.95,0,21.39,5.01,34.66,0,0,0,0,0,40.6,0,2.81,72.28,2.66,0,0,2.22,0,0,0,0,0
