stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,45.92,1857.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.97,0,0,0,0,0,0,0,0,0,0,0
  5-6,27.04,495,0,0,0,0,0,0,0,0,0,0,7.31,0,0,0,0,0,0,0,0,0,0,0,9.19,0,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,19.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.36,0,0,0,57.37,0,0,9.39,0,0,0,0,0,0,0,0,0,0
 10-12,0,31.46,0,9.92,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.57,22.06,0,0,73.44,0,0,5.55,0,9.27,0,7.22,0,0,0,0,0,0
 14-21,0,0,0,0.9,27.85,12.17,20.63,0,0,0,3.22,7.07,0,1.78,0,0,0,0,0,0.85,36.47,0,0,21.27,539.23,0.88,1.81,0,3.79,0,0,0,14.69,0.85,0,6.14,302.21,0,0,8.41,0,0
 24-34,0,0,2.92,0.6,7.86,0.81,62.46,0,0,3.03,6.63,0,0,1.37,0,0.69,0.92,1.37,0,3.1,77.19,0.86,0,25.26,2022.85,2.83,10.38,13.32,1,0.99,0,0,0,1.08,0,3.83,783.39,0,0,40.93,0,3.29
 36-46,0,0,0,0,5.25,0,95.04,0,0,8.1,62.59,0,0,0,0,0,0,0.79,0.59,0,81.59,0,0,20.56,2440.49,0.6,8.93,4.7,0,0,5.5,0,0,0.56,1.32,0,696.43,0,0,36,0.78,0
 48-58,0,0,0.67,0,11.44,9.78,372.89,1.44,2,20.91,158.37,0,0,4.12,0.61,0,0,1.54,0.48,2.98,137.99,0,1.01,14.31,3286.32,0.42,5.65,5.03,0,0.56,0.42,0,0,0,0.46,0,737.12,0,0.83,29.64,0,10.48
 60-70,0,0,0,0,5.73,1.42,634.22,0,1.18,8.6,121.29,0,0,1.17,0.99,0,0.85,0,0,0,113.7,0,1.73,5.69,2951.44,0,2.07,9.49,0,0,2.2,0,0,0.68,0,0,332.93,0,3.19,24.06,0,4.73
 72-82,0,0,2.19,0,14.9,2.27,1059.32,0,0,14.87,211.19,1.26,0,1.53,1.64,0,0.73,1.98,0,0,163.09,0,6.11,8.47,3024.48,0,4.97,21.25,0,1.06,1.63,0,0,0,0,0,248.42,0,3.1,30.64,5.57,7.97
 84-94,0,0,0,0,15.67,0.86,722.39,0,7.91,8.66,169.4,0.57,0,2.1,7.29,0,8.94,2.94,1.45,3.45,165.44,0,8.95,6.29,2114.22,0,8.41,10.07,0,4.8,3.75,0,0,0,0,0,203.66,0.74,3.76,32.61,9.98,0
 96-106,0,0,1.35,0,21.68,1.3,734.52,1.45,3.35,14.55,220.28,2.05,0,4.97,15.45,1.6,1.84,1.68,9.22,0,172.27,2.82,11.22,5.4,1711.07,0.79,11.17,15.55,0,0,4.98,0,0,0,0,0,68.58,5.21,2.1,45.66,3.06,4.93
108-118,0,0,0.91,0,9.35,0,767.3,0,0.9,12.34,289.39,1.07,0,0.68,13.7,0,0.63,0.6,0,2.02,129.06,0.53,3.42,5.81,2256.31,0.41,6.22,17.54,0,2.4,1.4,0,0,0,0,0,81.06,1.98,2.91,35.16,1.73,1.43
120,0,0,11.35,0,8.21,1.42,543.54,0,0,0,249.01,2.91,0,0,31.43,0,2.11,0,5.29,0,136.46,0,2.03,3.65,1947.03,0,15.4,9.54,0,0,2.14,0,0,0,0,0,53.81,0,16.49,23.56,8.87,0
