stage,blastomeres,eye,gut,neural,notochord,paraxial.mesoderm,periderm
  3-4,10.27,0,0,0,0,0,0
  5-6,109.98,0,0,0,0,0,0
  7-9,0,0,0,0,10.1,3.45,0
 10-12,0,0,0,4.03,0,0,0
 24-34,0,0.63,0,0,0,0,0
 48-58,0,0,0,2.95,0,0,0
 60-70,0,0,0,1.25,0,0,0
 72-82,0,0,0,2.91,0,0,0
 96-106,0,0,0.57,0,0,0,0.76
