stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,105.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,54.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.87,20.58,0,0,0,0,0,21.77,0,0,0,0,0,11.24,0,0,0,0,0,0,0,0,0,0,0,115.84,3.43,0,0,27.53,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.72,0,3.2,0,0,0,15.73,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,171.4,16.96,0,0,61.14,0,0,0,3.69,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.01,9.11,0,0,3.06,0,0,0,2.9,0.85,0,0,0,0,0,0,0,0,2.06,0,0,11.32,77.97,0,0,2.02,1.44,0,5.22,4.35,0,0,11.94,37.02,0,0,0,0,0
 24-34,0,0,1.26,0,12.75,0,0,27.25,0,2.56,0.64,0,0,0,2.38,2.06,0,0,0,0,0.95,10.9,0,0,6.76,222.22,2.68,3.57,1.96,0,0,30.76,0,1.4,0.6,1.89,50.78,0,0,8.18,0,4.32
 36-46,0,0,0,0,5.59,6.7,0,39.01,0,0,1.61,26.51,0,0,0.89,10.07,1.9,0,0,0,4.64,12.8,0,1.35,3.48,350.08,0,1.31,0.83,0,0,62.83,0,1.23,0,0,68.13,0,0,5.93,0,0
 48-58,0,0,0,0,4.94,1.59,0,92.64,5.83,0,2.82,41.12,0.57,0,2.27,1.42,6.61,2.54,0,0,8.04,48.55,0.48,3.54,11.84,436.1,2.02,1.37,4.39,0,0,22.43,0,0,0.4,0,83.69,0,0,14.92,0,10.71
 60-70,0,0,0,0,5.77,0,0,185.72,0.64,5.08,4.91,89.35,0.58,0,0,10.26,0,6.88,3.41,0,0,55.29,0,0.98,2.42,395.96,0,0.84,2.15,0,0,18.27,0,0.62,4.68,0,55.38,0,2.94,15.82,0,22.48
 72-82,0,0,2.61,0,10.13,8.58,0,164.31,1.05,0,5.72,60.39,1.85,0,7.73,6.69,0.83,1.38,0.79,0,0,67.91,0.79,12.25,4.39,397.4,9.58,5.26,8.79,0,1.12,36.89,0,0,0,0,26.75,0,1.04,25.71,5.01,12.69
 84-94,0,0,0.84,0,25.58,6.18,0,144.85,2.3,0.59,4.43,66.76,5.52,0,0,5.84,1.5,7.38,0.81,0,2.81,75.32,0,2.67,13,313.24,0,4.94,4.56,0,1.31,68.72,0,4.72,0,0,17.19,2.72,1.32,22.18,2.4,0
 96-106,0,0,0,0,10.52,8.76,0,91.65,0,0,0,42.42,7.49,0,1.98,6.22,1.68,2.34,0,7.12,8.45,41.41,0,3.1,5.02,208.99,0,4.38,1.23,0,1.44,71,0,1.91,0,0,8.91,5.55,0.92,26.36,1.7,5.68
108-118,0,0,0.91,0,18.52,12.16,9.28,91.95,0,1.72,5.51,55.73,7.25,0,1.28,4.11,2.35,8.46,0.43,1.18,2.23,53.56,1.01,8.53,2.75,214.1,0.55,8.4,8.46,0,0,52.64,0,1.99,6.2,0,2.97,2.2,1.53,9.94,0,0.46
120,0,0,0,0,26.98,3.05,0,123.06,0,1.83,1.04,64.83,9.12,0,0,9.57,2.5,0,4.94,0,0,63.36,1.05,0,5.65,486.6,0,8.73,8.84,0,0,34.42,0,0,0,0,5.83,1.84,0,6.32,2.63,0
