stage,epidermis,eye,neural,paraxial.mesoderm,spinal.cord
  7-9,0,0,8.83,3.48,0
 10-12,0,0,14.58,0,0
 24-34,0.9,0,0,0,0
 36-46,0,0,0.59,0,0
 60-70,0,0.88,13.38,0,0
 72-82,0,0,4.15,0,3.01
 84-94,0,0,1.77,0,0
 96-106,0,0,7.66,0,0
