stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.62,426.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.29,0,0,0,0,0,0,0,0,0,0,0
  5-6,20.89,391.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.53,0,0,0,0,0,552.01,0,0,0,0,0,0,0,0,0,0,0
  7-9,39.26,5.52,0,16.35,0,0,0,4.85,0,0,0,0,0,43.97,0,0,0,0,0,0,0,0,0,0,208,99.49,0,0,124.64,0,27.03,6.94,0,0,0,0,0,0,0,0,0,0
 10-12,0,36.96,0,63.08,0,0,0,39.02,0,0,0,0,0,81.98,0,0,0,0,0,0,0,0,0,0,708.71,69.88,0,0,204.22,0,0,6.56,4.43,57.91,0,11.2,0,0,0,0,0,0
 14-21,0,0,0,5.34,111.44,16.24,0,9.3,0,0,0,2.06,7.12,0,2.29,0,0,0,0,0,31.47,0,0,27.97,98.9,3.16,1.31,5.24,4.03,0,6.17,0,19.95,5.95,1.26,15.86,28.09,0,0,1.45,0,0
 24-34,0,0,1.23,0,42.82,2.69,0,11.76,0,0.92,1.55,17.97,1.25,0,6.34,0,0.66,0,1.81,0.74,49.02,0,0,25.47,133.64,0,3.48,5.46,0,0,10.58,0,0,14.84,0,6.3,45.83,0,0,10.58,0,3.82
 36-46,0,0,0,0,16.37,0,0,12.48,0,0.66,4.08,24.98,1.15,0,3.47,0,0.6,0,0,0,53.69,0.56,3.56,20.28,123.79,0.59,5.36,0.72,0,0,2.2,0,0,9.98,0.58,0,35.11,0,0,9.6,0,10.98
 48-58,0,1.29,0,0,1.74,0,0,10.73,0,3.47,2.25,46.94,0,0,6.62,0,0,0,0.4,0.52,68.92,1.01,1.44,11.06,33.46,0,4.27,0.79,0,0.56,1.43,0,0,1.57,0,0,25.83,0,0,6.36,0,2.01
 60-70,0,0,0,0,14.74,0,0,22.89,0,3.49,4.1,158.39,0,0,6.1,0,0,0,1.16,0,110.32,0,1.31,11.04,27.81,0,6.32,1.92,0,1.1,0,0,0,0.6,0,0,18.13,0,0.98,20.43,0,0
 72-82,0,0,0,0.56,11.57,0.64,0,14.7,0,0.62,7.96,122.41,1.84,0,5.23,0,0,2.36,1.91,0,92.76,0,0,4.21,11.12,0,24.6,6.94,0,1.77,1.6,0,0,3.57,0,0,11.95,0,0,19.44,0.91,1.68
 84-94,0,0,0,0,19.37,0,0.87,6.37,0,7.65,10.42,112.86,7.55,0,5.54,1.83,0.76,0,0.6,2.52,89.73,0,0.85,3.22,22.99,0,11.44,9.44,0,0,1.97,0,0,4.36,0,0,7.15,0,1.05,19.7,9.19,0
 96-106,0,0,0,0,28.02,0,0,14.89,0,0.65,2.06,70.67,19.22,0,17.12,1,0.61,5.75,4.84,0,69.25,0,0,11.69,21.49,0,18.11,15.41,0,7.22,2.46,0,0,0,0,0,7.56,0,2.42,21.43,4.66,0
108-118,0,0,0,0.45,23.31,0.59,0,8.5,0.61,4.76,3.24,70.64,15.3,0,3.65,0,0,2.01,4.21,3.43,58.13,0,2.12,2.02,28.89,0,18.08,22.47,0,2.95,1.92,0,0,1.94,0,0,11.36,2.56,2.97,24.88,5.26,0
120,0,0,0,0,14.62,0,0,2.62,0,2.26,0,107.3,2.19,0,6.41,0,0,2.62,0,8.93,78.19,0,0,1.56,20.44,0,6.26,9.18,0,0,0,0,0,11.58,0,0,2.31,1.53,2.41,21.69,1.93,0
