stage,blastomeres,mesenchyme,neural,paraxial.mesoderm,somites,spinal.cord
  3-4,12.26,0,0,0,0,0
  5-6,32.82,0,0,0,0,0
  7-9,0,0,11.56,18.11,0,0
 10-12,0,0,9.29,0,0,0
 14-21,0,0,0,0,0.82,0
 24-34,0,0,0,0,0,1.05
 72-82,0,0,0.91,0,0,0
 84-94,0,0.97,0,0,0,0
