stage,blastomeres,mesenchyme,neural,olfactory,paraxial.mesoderm,periderm,spinal.cord
  3-4,111.03,0,0,0,0,20.87,0
  5-6,159.31,0,0,0,0,0,0
  7-9,0,0,14.06,0,7.84,0,0
 24-34,0,0,1.2,0,0,0,1.15
 36-46,0,0.65,0,0,0,0,0
 48-58,0,0,0,0.52,0,0,2.48
 60-70,0,0,3.08,0,0,0,0
 84-94,0,0,4.92,0,0,0,0
