stage,blastomeres,eye,glial,mesenchyme,neural,paraxial.mesoderm,spinal.cord
  3-4,21.31,0,0,0,0,0,0
  5-6,15.25,0,0,0,0,0,0
  7-9,0,0,0,0,4.95,3.45,0
 24-34,0,1.04,0,0,0,0,0
 36-46,0,0,0,0,13.18,0,0.6
 48-58,0,0,0,0,10.2,0,0.8
 60-70,0,0,0,0,7.62,0,2.11
 72-82,0,0,0,2.77,10.47,0,2.03
 84-94,0,5.35,0,2.45,4.7,0,0
 96-106,0,0,0,0,15.01,0,0
108-118,0,0,0.66,3.73,16.57,0,1.13
120,0,7.59,0,0,55.33,0,0
