stage,axial,epidermis,gut,immune,liver,mucous,neural,periderm,vasculature
  5-6,9.16,0,0,0,0,0,0,0,0
 24-34,0,0,0,0,0,0,1.46,0,0
 72-82,0,7.17,0,0,0,0,0,0,0
 84-94,0,6.32,0,0.78,0,0,0,0,0
 96-106,0,26.52,16.18,0.91,1.99,0,0,0,0
108-118,0,36.32,7.68,1.66,1.1,1.59,0.84,0,2.83
120,0,14.2,6.4,0,0,0,0,2.9,0
