stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,73.83,902.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.63,0,0,0,0,0,0,0,0,0,0
  5-6,23.54,825.09,0,12.33,0,0,0,0,0,0,0,0,0,9.89,0,0,0,0,0,0,0,0,0,0,0,31.11,0,0,0,0,0,11.14,0,0,0,0,0,0,0,0,0,0
  7-9,11.27,33.89,0,45,0,0,0,80.87,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,787.09,45.82,0,0,223.19,0,5.78,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.05,0,25.01,0,6.14,0,67.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.39,10.4,0,0,122.08,0,0,0,20.77,0,4.93,0,0,0,0,0,0
 14-21,0,0,0,2.76,17.4,3.02,0,7.93,0,0,0,3.55,2.03,0.86,0,0,0,0,0,0,0.88,9.84,0,0,8.75,177.86,8.87,0,1.9,1.95,0,0,14.88,0,1.36,11.55,53.55,0,0,1.81,0,0
 24-34,0,0,0,0,7.57,2.22,0,23.11,0,1.77,0,5.1,0,0,3.21,0,2.14,0,0,0,0.62,35.66,5.25,0,19.11,441.18,3.69,2.83,3.01,0,0,6.11,0,4.07,1.69,8.17,117.37,0,0,8.16,0,0
 36-46,0,0,0,0,0.66,0,0,65.69,0,0.68,0,24.49,2.39,0,0,9.89,0,1.49,0,0,0,41.88,1.26,0,11.87,407.67,1.61,2.79,11.62,0,0,5.54,0,0.6,0,0,97.04,0,0,13.07,0,0.7
 48-58,0.39,0,0,0,4.54,0,0,125.62,0.37,0.55,1.04,38.56,0,0,1.76,0.52,2.55,0,0,0,0.59,43.78,0.71,0.43,6.79,352.54,4.54,2.7,3.24,0,0,8.43,0,6.55,0.46,0,81.76,0,0,12.8,0,4.21
 60-70,0,0,0,0,6.82,0.57,0,134.3,4.5,0.69,0.83,30.56,0,0,0,0,0,0.67,0,0,0,41.84,0,2.55,3.72,266.99,0,0,0,0,0,5.12,0,0,0,0,42.67,0,0.6,9.51,0,1.18
 72-82,0,0,0.68,0,4,7.77,0,164.02,0.75,0.53,4.26,40.66,1.02,0,2.1,3.99,3.7,0,6.01,0,0.49,70.7,2.37,9.71,6.56,250.35,1.29,1.81,2.18,0,0,5.46,0,0,0,0,36.04,0.92,2.21,10.58,1.16,0.67
 84-94,0,0,2.1,0,6.93,6.94,0,66.8,0,0,0,17.36,2.35,0.99,0,0.6,1.11,1.34,0,1.68,1.55,71.26,3.21,5.42,2.23,202.85,7.58,1.66,3.81,0,1.49,17.29,0,1.79,0,0,22.47,0,0,3.63,3.79,10.14
 96-106,0,0,1.67,0,5.48,4.06,0,114.08,0.76,0,0,39.4,0.73,0,0,4.49,0.77,0,1.73,0,0,50.47,0,1.69,0.61,140.01,0,7.28,7.16,0,2.14,20.32,0,0,0,0,10.31,0.61,3.05,6.34,3.41,12.79
108-118,0,0,0,0.74,15.76,0.43,1.51,94.71,0,0.48,3.15,24.44,7.7,0,1.03,7.11,0.81,0,0,2.4,0,69.02,0.8,0.45,9.08,154.56,0.41,4.21,2.09,0,4.92,21.58,0,0.42,0.8,0,2.32,0,3.37,13.33,0,0
120,0,0,0,0,11.71,18.27,0,118.33,0,2.1,10.14,8.78,7.41,0,0,0,0,0,0,3.29,0,59.23,0,10,12.7,265.44,19.92,9.96,12.15,0,0,9.89,0,0,0,0,5.98,4.45,3.79,15.04,0,0
