stage,blastomeres,epidermis,eye,gut,mesenchyme,neural,periderm,presomitic.mesoderm,pronephros,spinal.cord
  3-4,11.59,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,10.73,0
 14-21,0,0,0,0,0,0.93,0,0.98,0,0
 24-34,0,0,0,0,0,1.72,0,0,0,0
 36-46,0,0,0.83,0,0,0,0,0,0,0.59
 48-58,0,0,2.37,0,0.72,0,0,0,0,0
 60-70,0,0,1.86,0,0,7.51,0,0,0,0
 72-82,0,0,0,0,0,4.63,0,0,0,1.2
 96-106,0,0,2.31,0,0,5.62,0.69,0,0,0
108-118,0,0,0,0.43,0,0,0,0,0,0
120,0,1.7,0,0,0,0,0,0,0,0
