stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,10.46,209.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,197.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,52.47,0,0,0,17.09,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.85,0,40.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.64,0,0,0,44.83,0,0,0,7.42,0,10.71,0,0,0,0,0,0
 14-21,0,0,0,0,34.6,6.38,0,0,0,0,5.17,0,0,0,0,0,0,0,0,0,1.99,0,0,18.2,39.49,0.84,0,1.61,1,0,0,13.14,0.85,13.85,60.63,33.58,0,0,2.93,0,0
 24-34,0,0,0.62,0,8.05,0,4.06,0.73,2.15,0.61,9.43,0,0,0.75,0,0,0,0,0,0,9.9,0,0,17.47,137.86,1.29,0,2.69,0,0,0,0,0,4.75,21.18,59.71,0,0,43.42,0,7.61
 36-46,0,0,0,0,4.67,2.92,11.12,0.67,4.63,0.6,20.42,0,0,0.73,0,0,2.15,0,0,0,16.34,0.87,0,3.3,249.34,0,0,0,0,0,0,0,2.11,0.58,1.18,58.8,0,0,15.09,0,0
 48-58,0,0,0,0.41,3.01,0,18.64,9.26,9.01,1.88,32.73,0.92,0,0.6,0,0,0,0,3.95,0,19.1,0,1.63,11.29,182.86,0,0,0.42,0,0,2.06,0,5.13,1.82,0,53.5,0,0,8.61,0,3.88
 60-70,0,0,0,0,10.82,0,43.07,5.33,7.01,2.4,30.43,0.72,0,0,0,0,0,10.2,0,0,39.79,0,2.76,3.84,190.57,0,0,3.17,0,0.66,6.74,0,3.18,0,0,33.51,0,0,9.88,0,0
 72-82,0,0,0.69,0,8.1,0,45.61,0,0.55,0,15.07,0,0,0,0,0.93,0,0,0,1.89,37.21,0,0.49,6.25,150.93,0,0,1.44,0,0,1.14,0,0,0,0,20.91,0.93,2.22,17.47,3.4,0
 84-94,0,0,0,0,19.35,0,40.95,2.57,4.68,5.65,13.82,2.08,0,0,2.35,1.27,0,0,0,4.39,28.62,0,1.63,6.82,93.33,0.62,0,2.63,0,0,0,0,0,0,0,26.12,4.42,1.49,13.9,3.16,4.86
 96-106,0,0,0,0,6.49,0,14.4,6.06,1.22,2.5,12.69,3.81,0,4.91,0,0.85,5.73,0,0,0,21.83,0,2.82,11.31,77.93,0,0,5.53,0,1.16,1.24,0,0,0.77,0,7.82,1.54,2.04,12.97,12.73,0
108-118,0,0,0,0,19.12,0,22.56,2.28,3.26,2.08,7.6,2.58,0,0,0,0,0,0,0.88,0,25.15,0,2.12,5.37,55.1,0.93,1.07,4.04,0,0.76,0.5,0,0,0.47,0,5,2.66,0,14.55,8.03,0
120,0,0,0,0,3.16,0,49.62,0,2.68,1.44,23.36,0,0,0,0,4.07,0,0,0,0,28.91,0,10.11,2.68,105.53,9.59,0,5.75,0,7.72,0,0,0,1.52,0,13.58,2.94,0,8.24,11.85,0
