stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,55.37,1279.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3,0,0,0,0,0,0,0,0,0,0
  5-6,37.39,804.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,20.17,0,9.59,0,0,0,0,0,0,0,0,0,0
  7-9,17.8,0,0,39.94,0,0,0,29.2,0,0,0,0,0,4.33,0,0,0,0,0,0,0,0,0,0,0,211.18,15.59,0,0,120.04,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,29.87,0,28.26,0,0,0,47.98,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,641.58,27.53,0,0,270.87,0,0,0,35.14,0,8.54,0,0,0,0,0,0
 14-21,0.93,0,2.8,5.7,149.23,15.78,0,30.51,0,1,0,11.61,4.57,0,2.61,5.48,4,0,0,2.29,2.78,41.07,0,0,28.82,538.73,26.32,0.93,11.09,6.93,0,26.42,63.79,1.95,4.94,57.83,138.46,0,0,6.2,0,0
 24-34,0,0,1.89,2.28,70.49,26.7,0,101.86,0,9.3,5.09,28.42,3.76,4.01,11.57,2.29,6.96,1.17,2.49,2.6,6.21,105.64,4.86,1.52,55.7,1309.76,14.66,17.78,14.87,0,0,52.64,0.97,5.33,0.82,19.68,319.25,0,0,78.67,0,19.62
 36-46,0,0,0.85,0,49.58,0,0,251.38,0.65,4.37,5.35,67.5,0.82,0,12.7,5.57,2.47,2.25,2.72,2.69,7.82,147.68,2.07,0,39.24,1605.47,9.83,13.49,14.44,0,2.85,122.6,3.41,3.1,2.61,0,381.02,0,0.85,32.78,0,46.47
 48-58,0,0,0.54,0,36.69,1.72,0,514.26,2.28,4.31,8.55,127.1,0,1.45,3.92,6.48,0,12.8,7.56,5.02,20.84,185.58,1.06,7.8,32.2,1477.45,18.83,9.23,28.27,0,0,67.81,0,0,0,0,336.78,0,2.21,26.71,0,64.43
 60-70,0,0,0.57,0,49.15,2.87,0,904.23,0,2.74,6.07,177.94,3.92,0,0,4.09,0.67,7.81,2.21,1.45,8.36,288.55,3.5,4.77,20.29,1305.29,4.36,4.58,8.22,0,1.08,57.79,0,1.35,5.3,0,186.86,0,1.11,14.67,0.98,44.24
 72-82,0,0,8.08,0,48.3,18.11,0,1232.29,3.19,15.08,18.66,202.74,13.16,3.69,7.36,20.94,4.63,7.76,9.82,9.33,11.04,500.97,6.6,8.09,53.46,1512.48,2.71,14.28,27.94,0,3.95,25,0,2.26,0,0,175.99,2.4,9.79,57.34,8.45,43.57
 84-94,0,0,2.72,0,79.74,20.7,0,1012.23,0.73,13.91,31.69,164.83,19.22,1.26,2.93,36.14,3.39,33.8,4.48,2.76,6.5,411.25,6.86,21.68,26.94,863.57,16.88,8.28,12.03,0,0.79,130.51,0,0.97,0,0,115.19,4.97,4.54,57.8,10.94,38.3
 96-106,0,0,4.47,0,70.88,31.59,0,809.3,1.3,22.2,19.3,255.18,11.55,0,12.32,22.28,12.12,23.44,18.2,2.03,9.18,422.82,9.36,20.15,27.34,808.25,6.03,20.05,23.75,0,10.96,120.92,0,1.46,0.6,0,33.71,13.46,16.4,75.96,13.62,40.19
108-118,0,0,3.56,0,109.91,17.26,8.76,840.23,0.78,22.75,3.92,267.23,21.96,0,7.17,28.8,12.48,59.79,17.18,11.92,7.34,400.89,1.68,17.28,38.06,1251.88,6.44,23.9,15.59,0,0.95,86.29,0,0.94,2.6,0,72.07,6.8,4.5,53.92,11.3,45.86
120,0,0,0,0,97.71,40.95,2.42,510.34,0,28.09,22.43,184.86,17.46,0,3.15,45.37,1.06,26.55,17.6,16.26,0,331.31,1.56,14.76,27.97,1155.09,31.38,23.54,8.65,0,14.32,56.94,0,2.84,0,0,52.76,8.66,10.67,27.75,23.67,15.4
