stage,blastomeres,eye,glial,hatching.gland,mesenchyme,neural,paraxial.mesoderm,spinal.cord
  5-6,27.9,0,0,0,0,0,0,0
  7-9,0,13.14,0,5.41,0,12.65,4.61,0
 10-12,0,0,0,0,0,10.11,0,0
 24-34,0,0.78,0,0,0,0,0,0
 36-46,0,0.69,0,0,0,0.59,0,0.63
 48-58,0,0.71,0,0,0,0.69,0,0
 60-70,0,0.65,0,0,0,1.12,0,0
 72-82,0,0,0,0,0.8,0,0,0
 84-94,0,0.79,0,0,0,4.12,0,0
 96-106,0,0,0.81,0,0,0,0,0
