stage,erythrocytes,eye,glial,immune,mesenchyme,mural.cell,neural,otic,pronephros,spinal.cord,vasculature
 14-21,1.45,0,0,17.29,0,0,0,0,0,0,0
 24-34,0,0,0,26.76,0.7,0,2.9,0,0,2.21,0
 36-46,13.46,0,0,53.21,0,0,0,0,0,0,0
 48-58,0,6.38,1.22,60.8,0,0,0,0,0,0,0
 60-70,0,0,0,51.11,0,0,0,0,0,0,0
 72-82,0,0.73,0,97.72,0,0,2.85,0,2,0,0
 84-94,0,0,0,115.96,0,0,0,0,0,0,0
 96-106,0,0,0,122.96,0,3.48,7.37,1.57,0,0,0.88
108-118,0,7.23,0,109.76,0,0,1.06,0,0,0,0
120,0,0,0,115.61,2.4,0,0,0,0,0,0
