stage,blastomeres,epidermis,eye,glial,immune,neural,olfactory,paraxial.mesoderm,pronephros,spinal.cord
  3-4,13.53,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,6.29,0,0
 24-34,0,0.97,0.71,0,0,1.08,0,0,0.97,0
 36-46,0,0,0,0,0.64,4.55,0,0,0,2.55
 48-58,0,0,0,0,0,0,0.38,0,0,0
 60-70,0,0,3.78,3.02,0,8.33,0.7,0,0,0.96
 72-82,0,0,0,0,0,2.86,0,0,0,0
108-118,0,0,3.75,0,0,0,0,0,0,0
