stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,23.23,1926.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.6,0,0,0,0,0,0,0,0,0,0,0
  5-6,96.45,2609.02,0,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,42.89,0,0,0,0,0,0,0,0,0,0,0
  7-9,23.88,129.06,0,38.74,0,0,356.84,0,0,0,0,0,25.88,0,0,0,0,0,0,0,0,0,0,0,2698.96,43.7,0,0,823.42,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,47.66,0,52.86,0,0,315.87,0,0,0,0,0,6.05,0,0,0,0,0,5.32,0,0,0,0,0,1768.35,0,0,0,714.14,0,0,5.33,4.19,32.01,0,15.65,5.88,0,0,0,0,0
 14-21,0,5.95,1.07,34.55,428.45,31.29,579.82,0,0,0,98.09,11.71,0,1.7,0,1.28,0.87,3.12,0,0,203.93,0,0,230.64,4128.12,18.84,1.96,43.24,16.33,0,1.31,0,696.16,10.19,9.61,419.72,1268.85,0,0,7.86,0,0
 24-34,0,0,5.39,7.1,61.26,1.02,133.34,0,4.08,3.56,98.66,1.34,0,0.69,0,0.71,0,7.94,1.1,1.29,252,0,0.82,135.07,2619.16,10.24,0.69,29.21,0,0,0,0,0.85,4.04,0.63,41.79,778.93,0,0,14.46,0,0
 36-46,0,0,0,1.15,52.89,0,98.27,0,5.84,4.64,252.57,1.36,0,7.22,0,0,0.86,8.93,0,0,431.52,0,7.01,109.8,2036.26,4.56,0,21.51,0,0.97,2.86,0,0,0.62,0,1.67,894.58,0,0.85,3.22,0,1.47
 48-58,0,0,0.88,0,13.46,2.29,90.62,0,13.35,7.47,234.63,0,0,2.45,0,0,5.36,7.02,0,0,291.24,0,13.21,47.11,533.16,7.54,0.46,12.48,0,0,0,0,0,0.47,0,2.82,317.58,0,0.89,1.93,0,0
 60-70,0,0,0.7,0,25.56,1.64,105.97,0,0.63,7.06,235.55,0.69,0,1.76,0,0,0,13.02,0,0,410.8,0,2.79,57.64,226.95,8.61,0,10.32,0,1.08,0,0,0,1.12,0,0,120.96,0,0.99,0,1.13,0
 72-82,0,0,0.5,0,5.2,0,44.64,0,8.71,10.86,175.66,0,0,0,0,1.73,0,15.8,0,0,407.58,0,4.53,32.97,117.75,0.72,0.93,18.5,0,0.72,0,0,0,0,0,0,67.63,1.42,0.66,2.49,0.67,0
 84-94,0,0,0,0,17.54,0.65,54.7,0.67,7.02,16.18,178.54,0.59,0,0.82,0,4.01,0.8,13.07,0,0,416.43,0,2.15,43.21,151.09,2.74,0,24.52,0,0,0,0,0,2.8,0,0,60.48,4.06,3.77,0,8.72,0
 96-106,0,0,0,0,25.12,0,34.77,0.62,0.62,7.54,172.58,0.77,0,0.61,2.28,5.17,0,29.21,1.45,0,416.2,0,12.04,30.27,135.86,1.38,3.17,28.85,0,11.64,0,2.7,0,0.93,0,0,21.44,6.52,7.84,1.4,2.03,1.21
108-118,0,0,0.41,0,14.46,0,61.75,0,1.4,12.75,200.72,3.34,0,0.43,0.65,0.55,0,13,0.69,0,488.03,0.5,3.31,34.96,152.37,1.35,1.97,32.8,0,5.62,0,0,0,0.46,0,0,27.85,1.21,2.22,0.42,7.75,1.54
120,1.19,0,0,0,26.2,0,81.95,0,1.92,10.14,163.78,3.22,0,0,1.09,0,0,5.75,0,1.51,302.8,0,6.26,15.29,174.51,2.4,1.29,42.91,0,20.6,0,0,0,0,0,0,15.75,0,0,0,11.87,0
