stage,blastomeres,glial,melanocytes,mesenchyme,muscle,neural,olfactory,otic,periderm,spinal.cord
  3-4,28.1,0,0,0,0,0,0,0,11.29,0
  5-6,22.39,0,0,0,0,8.03,0,0,0,0
  7-9,0,0,0,0,0,3.75,0,0,0,0
 24-34,0,0,0,0,0,5.68,0,0,0,0
 36-46,0,1.36,8.55,0,0,0.65,0.83,0,0,0
 48-58,0,0.97,0,0,0.6,2.65,0,0,0,0.61
 60-70,0,0,0,0.64,0,2.11,0,0,0,0
 84-94,0,0,0,0.77,0,6.12,0,1.14,0,0
 96-106,0,0,0,1.76,0,3.21,0,0,0,0
108-118,0,0,0,0,0,1.3,0,0,0,0
120,0,5.28,0,0,0,0,0,0,0,0
