stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,230.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,23.64,190.86,0,10.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,3.43,0,0,15.19,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.5,0,0,0,58.85,0,4.16,4.3,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.42,47.6,0,0,22.67,0,6.16,0,0,4.37,0,0,0,0,0,0,0
 14-21,0.89,8.65,0.82,223.49,10.89,5.56,0.86,0,0,0,0,217.6,2.24,4.67,0,8.09,0,0,7.08,0,19.79,0,0,4,26.3,1.26,0,0,0.96,0,43.19,0,5.23,0,0.95,11.27,0,0,1.8,0,0
 24-34,0,0,0,67.62,0.81,0,2.66,0,0,0,0,54.05,0,32.37,0,10.45,0,0.59,4.36,0,6.76,1.99,0,2.26,99.14,0.59,31.57,0,0,0,472.53,0,0,3.91,0,12.69,0,0,88.92,0,0.89
 36-46,0,0,0,5.01,0.86,0,8.5,0,5.73,0.73,2.46,18.52,0,26.69,0,2.58,0,2.79,8.78,0,7,8.98,0.55,0,68.3,0,60.26,0,0,0,704.28,0,0,1.75,0,17.17,0,0,78.98,0,0
 48-58,0,0,0,0.42,0.55,0,25.65,0,2.17,1.76,2.9,27.81,0,53.5,0,0.4,0,3.62,3.93,8.5,17.9,1.06,0,1.34,111.94,0,61.51,3.57,0,0,589.46,0,0,0.6,0,10.09,0,0.37,72.5,0,0.92
 60-70,0,0,0,0,7.49,0,24.75,0,1.4,7.26,4.01,67.96,0,40.62,0,3.75,0,15.19,22.84,0,113.48,3.39,0,0,99.56,0,58.67,0,0,0,500.08,0,0,0.71,0,25.19,0,1.5,102.37,0,0
 72-82,0,0,5.93,0,5.71,1.03,31.95,0,5.09,0.57,14.81,141.64,0,79.33,5.43,4.9,0.51,32.01,60.1,0,203.32,5.95,0,1.11,187.5,0,99.79,4.63,0,0,606.43,1.65,0,6.76,0,7.85,0,1.91,202.26,1.42,0
 84-94,0,0,6.76,0,11.9,9.26,33.88,0,13.05,0.81,5.17,252.02,0,82.08,0.94,13.19,4.82,33.68,275.4,5.93,184.72,19.37,2.5,4,141.64,0,150.62,7.35,0,0.79,2750.3,0,0,13.15,0,3.71,0,0,172.72,1.36,6.62
 96-106,0,0,4.97,0,17.5,28.36,101.71,0.7,9.2,1.45,6.08,303.66,0,117.07,1.83,20.36,0,59.21,282.13,0,311.36,17.57,3.35,3.05,215.01,2.88,228.97,2.41,0,0.83,2111.54,0,0,13.77,0,1.73,0.57,7.12,280.29,1.22,15.4
108-118,0,0,0,0.44,8.42,0.97,34.93,0,22.44,0,8.65,209.53,0,53.34,0,25.14,5.1,52.88,474.66,0,317.92,28.05,0.69,0.95,181.36,0,186.29,0,0,2.98,2026.27,0,0,9.1,0,5.65,3.55,8.46,234.67,2.68,0
120,1.19,0,0,0,15.41,0,17.64,14.36,4.81,4.21,5.01,97.51,0,97.03,1.26,6.13,0,77.06,266.7,0,184.14,8.82,0,0,166.13,0,181.65,0,0,0,629.73,0,0,3.47,0,0,0,0,292.63,0,0
