stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,1.23,0,126.75,3.63,0,4.75,0,12.27,0,0,0,0,5.49,0,0.95,0,0,0,9.89,5.98,2,0,38.58,66.64,8.08,0,0,0,0,11.02,0,13.92,0,5.31,2471.39,23.11,0,0,2.25,0,0
 24-34,0,0.81,5.3,280.08,24.21,0,494.49,27849.82,27.31,13.39,87.93,10.83,2.17,27,14.97,39.5,20.2,13.91,48.08,51.91,451.39,10.21,7.5,2286.47,6328.63,59.11,62.97,15.82,0,2.91,422.07,0,3.03,37.42,78.23,9377.78,793.72,0,0,276.79,0,79.22
 36-46,0,1.83,1.79,259.52,23.09,0,1197.34,78340.58,43.78,36.75,298.8,4.56,4.8,25.64,58.1,30.53,42.17,7.26,89.33,132.96,694.18,4.52,16.52,2108.29,7612.15,61.45,63.38,24.93,7.09,2.85,681.32,0.68,0,46.05,73.48,1424.7,1548.11,0,2.48,171.47,0,167.74
 48-58,2.3,0.95,0,442.26,133.34,0,5127.6,80307.91,134.75,97.9,1190.03,12.16,8.55,56.67,73.42,32.18,64.13,28.12,77.34,281.07,1819.91,28.84,63.77,2228.48,16404.98,121.08,94.55,87.48,9.55,5.49,587.01,0,0.92,23.05,228.98,0.55,3214.69,0,10.16,232.19,2.17,834.58
 60-70,2.52,1.14,0,382.58,101.92,0,5368.1,47032.51,139.32,85.23,777.32,31.14,25.33,13.96,61.95,38.25,87.78,25.77,93.62,180.44,1583.61,42.08,61.6,1697.18,9710.65,90.23,49.11,64.39,134.38,6.56,556.51,0,5.3,28.2,178.56,0,1421.59,1.69,29.97,143.91,4.01,739.2
 72-82,0,8.7,3.31,218.12,266.81,3.85,4465.15,25066.84,50.23,147.19,658.27,27.88,2.66,23.67,103.56,16.44,83.28,27.59,97.7,77.24,1447.66,29.2,107.44,1226.84,7502.3,26.04,66.28,72.5,84.25,18.61,310.03,3.31,13.13,35.75,130.85,0,743.04,24.08,38.21,229.97,38.17,506.05
 84-94,0,30.82,3.08,504.25,1100.87,8.39,6695.74,42847.32,126.05,121.87,1051.91,111.65,14.45,40.2,161.25,53.47,111.12,27.63,126.75,107.14,2575.26,63.78,134.16,1215.55,9133.16,61.88,104.84,100.63,0,40.29,1659.48,0,0,23.35,235.7,0,1012.93,56.77,86.58,372.37,68.72,464.39
 96-106,1.12,45.12,1.03,965.28,2500.13,75.92,10186.34,68995.77,186.04,276.57,2105.16,230.03,1.06,53.32,200.12,91.71,167.97,138.52,813.71,53.1,3920.4,183.01,214.96,2257.88,13209.71,48.18,231.73,188.88,13.07,109.76,1974.55,5.88,0,25.18,254.01,0,624.85,88.09,100.52,697.53,126.42,961.15
108-118,0,23.91,0,834.09,806.41,155.06,8357.94,57916.12,178.29,162.51,1630,179.4,0,40.13,189.9,78.42,221.36,54.97,512.65,135.96,3489.34,149.99,119.93,3698.95,12102.51,82.04,107.83,141.63,0,116.42,1441.35,0,0,15.44,183.34,0,492.15,46.75,55.77,402.31,71.22,649.1
120,0,5.7,1.66,531.72,492.56,35.28,4260.9,27303.67,34.17,112.89,1161.97,68.98,0,24.81,178.38,27.86,134.24,26.5,219.34,12.5,1978.89,34.97,91.55,2549.64,7322.36,34.77,167.06,117.97,0,37.38,383.47,0,0,23.38,170.95,0,311.54,56.84,73.58,385.41,91.95,274.25
