stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,162.94,2290.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.79,0,0,0,0,0,0,0,0,0,0,0
  5-6,86.98,2089.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.45,0,0,0,14.01,0,75.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,12.24,5.96,0,12.23,0,0,61.16,0,0,0,0,0,14.67,0,0,0,0,0,0,0,0,0,0,0,589.52,16.75,0,0,148.08,0,0,11.88,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.52,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.35,21.46,0,0,59.04,0,0,11.21,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.9,23.54,2.38,7,0,0,0,0.97,0,0,0.81,1.12,0,0,0,0,0,10.33,0,0,11.21,163.43,9.43,0,0.95,4.55,0,0,9.81,14.24,1,2.53,8.3,62.37,0,0,0,0,0
 24-34,0,0,0,0.59,11.74,0.95,28.91,0,0,0,3.29,0,0,1.13,2.13,1.01,0,0,0,0,34.62,0.81,0,12.95,239.97,5.7,0,0.64,0,0,4.71,2.35,0,0,0,0,71.49,0,0,15.99,0,0
 36-46,0,0,0,0,0.92,0.69,17.08,0,9.18,4.53,8.21,0,0.76,0.9,3.12,0,0,0,0,0,62.55,0.63,1.13,13.89,196.09,5.77,0,1.32,0,0.97,7.98,3.98,0,0.56,0,0,62.63,0,0,14.62,0,6.11
 48-58,0,0,0,0,2.46,0.42,19.72,0,0,2.54,24.1,0,0,2.35,6.1,0.37,0,1.16,0,0,105.73,0,0.54,14.98,139.57,12.28,0,1.72,0,0,16.13,1.4,0,0,0,0,48.91,0,0,18.04,0,3.35
 60-70,0,0,0,0,11.89,0.74,31.1,0,1.83,2.95,39.2,0.68,0,2.11,12.35,0,1.91,1.51,0,0.59,163.34,3.64,8.44,17.29,86.91,9.8,0,2.94,0,0,16.5,1.07,0,0.73,0,0,38.79,0,2.54,17.57,4.09,12.36
 72-82,0,0,0,0,17.93,0.7,118.85,0,0.81,6.95,41.39,5.69,0,2.08,38.4,2.16,0.8,4.32,1.32,3.59,236.32,1,7.19,22.36,158.43,2.86,5.01,4.53,0,1.53,14.44,1.41,0,0,0,0,29.98,0.69,2.52,21.1,4.98,0
 84-94,0,0,0.84,1,15.69,6.16,79.57,0,2.43,8.66,42.52,1.59,0,1.94,49.42,4.41,1.47,4.67,1.73,1.8,243.38,1.34,10.9,20.55,68.86,25.57,4.23,2.28,0,5.5,48.14,0,0,3.05,0,0,13.62,0,0.63,17.65,9.6,5.7
 96-106,0,0,1.46,0,26.46,4.18,78.01,0,1.82,3.11,53.94,8.05,0,12.38,41.65,2.43,0.57,8.18,1.92,0.65,197.82,4.46,18.11,17.57,113.98,7.91,5.7,4.75,0,6.76,64.59,0,0,1.46,0,0,7.43,3.84,11.42,54.55,8.94,10.48
108-118,0,0,0.85,0,33.14,7.02,109.37,6.53,2.5,14.98,72.66,16.8,0,4.37,62.05,2.27,7.9,6.91,2.8,7.1,233.52,0.51,13.48,12.53,129.77,9.27,12.26,8.44,0,8.09,61.04,0,0,2.74,0.51,0,19.99,1.7,7.69,55.86,4.85,13.28
120,0,0,0,0,37.53,14.39,73.82,0,6.33,8.95,116.18,14.56,0,0,96.86,7.71,6.88,0,2.7,0,315.97,5.81,18.85,10.78,115.36,23.74,18.18,8.27,0,29.13,150.29,1.53,0,0,0,0,40.39,3.57,0,53.45,10.84,2.33
