stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,12.69,238.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.16,0,0,0,0,0,0,0,0,0,0,0
  5-6,11.62,209.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.44,0,0,0,11.07,0,14.25,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,10.42,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.92,112.69,0,0,63.65,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,13.72,0,39.34,0,4.95,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.66,334.12,0,0,622.61,0,0,0,0,50.41,0,0,0,0,0,0,0,0
 14-21,0,1.36,0,12.81,231.89,23.89,0,22.19,0,0,0,21.56,17.09,5.48,0,0,0,0,0,0,87.66,0,0,109.18,319.14,250.06,0,9.03,90.31,0,0,0,144.66,3.06,23.66,139.85,306.95,0,0,12.23,0,0
 24-34,0,0,0.66,9.35,238.68,2.37,0,95.86,0,28.69,10.87,47.85,8.73,10.48,0,1.03,0,15.56,0,0,294.14,11.95,1.52,208.27,1060.06,266.93,1.63,24.21,0,0,9.41,0,4.21,5.88,1.32,36.1,435.62,0,0,61.92,0,0
 36-46,0,0,2.7,1.29,212.05,0,0,57.88,1.94,63.26,59.52,170.54,0.95,9.39,0,10.61,0.74,2.96,5.67,0,457.74,0.56,5.57,149.02,759.22,215.9,3.34,21.02,0,0,13.31,0,1.63,6.53,1.97,0,379.87,0,0,24.36,0,5.57
 48-58,0,0,0,0,96.48,0,0,102.25,1.6,68.32,79.27,228.05,3.59,8.33,0.41,0,7.39,1.5,1.61,1.99,678.19,0.53,12.11,96.07,473.05,205.8,0,52.79,0,3.74,1.73,0,0,1.33,0,0,236.16,0,1.94,16.45,0.9,0
 60-70,0,0,0,0,120.75,0,0,89.12,1.28,39.86,28.39,172.61,20.18,6.51,0,0.62,0,6.96,0,0,988.18,1.91,22.67,91.22,249.04,110.8,1.06,81.86,0,3.87,5.03,0,0,2.41,5.04,0,83.85,1.22,10.47,44.75,3.04,0.69
 72-82,0,0,3.32,0,69.86,0.96,0,72.19,9.12,27.06,35.38,119.51,1.58,6.71,0.68,0.53,0.65,6.86,1.36,1.32,1079.42,2,28.34,90.65,218.2,54.58,1.87,87.31,0,1.08,4.47,0,0,2.35,2.68,0,45,0,15.9,25.88,9.43,6.18
 84-94,0,0,1.99,0,91.88,0,0,65.33,0.56,57.79,27.2,68.64,6.97,4.64,3.22,0.55,3.68,2.95,1.12,1.74,858.08,0.85,34.25,43.62,104.27,100.06,7.75,97.64,0,2.86,1,0,0,0.97,0,0,59.17,1.16,26.23,13.92,15.55,16.88
 96-106,0,0,0,0,89.6,1.15,0,37.94,0,23.97,41.46,76.08,7.17,10.18,1.88,0.85,0,8.08,0,0,696.15,0,11.68,51.94,123.42,31.53,2.1,76.08,0,13.7,3.03,2.06,0,4.4,0,0,21.96,0,11.02,23.33,17.59,1.4
108-118,0,0,3.29,0,99.87,0,4.57,60.4,1.84,37.55,34.81,97.5,15.06,5.58,1.86,1.48,1.42,4.98,5.1,2.87,641.71,1.14,21.3,27.68,156.67,35.61,3.36,107.27,0,14.27,0.46,0,0,2.43,0,0,22.9,1.89,21.73,19.01,21.15,2.59
120,0,0,0,0,186.94,0,0,85.18,1.61,42.89,30.81,103.74,13.34,10.4,7.63,1.01,0,5.05,19.83,0,898.25,0,35.36,63.22,284.49,159.71,14.28,112.17,0,15.88,12.28,0,0,0,0,0,73.21,0,15.88,76.11,30.03,0
