stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,749.6,12826.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415.33,0,0,0,0,0,0,0,0,0,0,0
  5-6,1845.61,28129.5,0,30.28,0,0,0,0,0,0,0,0,0,81.97,0,0,0,0,0,0,0,0,0,0,0,909.02,80.3,0,0,246.88,0,488.24,0,0,0,0,0,0,0,0,0,0,0
  7-9,676.96,655,0,903.83,0,5.98,0,2415.02,0,0,0,0,0,766.25,0,0,0,0,0,0,0,0,0,0,0,20144.83,680.35,0,0,7511.25,0,22.56,285.04,0,0,0,0,0,0,0,0,0,0
 10-12,4.89,285.04,0,569.59,0,78.87,0,1211.66,0,0,0,0,0,107.67,0,0,0,0,0,0,0,0,0,0,3.87,10821.62,217.23,0,0,4390.98,0,7.79,104.66,29.84,408.47,0,35.71,20.39,0,0,0,0,0
 14-21,0.93,2.29,5.29,78,741.46,194.26,0,575.82,0,1.69,0,83.13,26.58,6.4,5.4,5.47,17.5,0.87,0,4.81,5.12,343.38,1.23,0,328.61,4205.55,83.13,12.12,56.26,149.87,0,102.31,25.62,565.16,32.09,24.49,881.1,1199.8,0,0,15.46,0,4.03
 24-34,0,0,4.96,32.13,170.96,31.19,0,817.72,0,5.23,2.78,116.58,12.32,3.33,5.72,6.37,12.12,3.32,7.95,22.14,7.19,567.34,4.94,2.21,203.52,5431.82,22.5,31.5,54.17,1,1.61,231.17,1.29,1.04,10.7,6.42,74.07,1172.51,0,0,67.5,0,17.54
 36-46,0,0,1.59,1.52,87.13,12.08,0,1081.8,3.33,5.19,11.52,146.29,16.25,0,5.47,9.93,17.95,7.72,6.42,32.68,19.08,409.85,2,15.7,121.88,3958.61,42.55,22.59,14.17,0,0,189.93,0.78,1.05,8.77,0,0.74,805.44,0,0.62,42.64,0.78,4.87
 48-58,1.32,0,0,0.53,104.89,9.64,0,1427.99,6.61,18.46,30.39,300.71,16.51,1.07,6.07,14.16,8.32,7.57,12.01,7.02,9.18,526.91,6.15,20.57,92.66,3097.82,3.38,10.84,10.51,0,0.61,161.98,0.65,0,7.88,7.15,0,578.9,0,0.64,45.24,1.5,9.11
 60-70,0.81,0,0,0,88.15,7.54,0,1512.41,2.31,14.4,37.24,279.24,24.52,0,4.03,14.23,6.71,13.21,8.56,8.64,11.6,397.2,4.39,35.83,59.31,2151.57,11.67,29.39,33.5,0,4.84,172.03,0,0,6.13,0.62,0,273.78,2.13,2.12,54.39,1.53,10.47
 72-82,0,0,3.1,0,64.61,20.09,1.22,883.72,0.75,13.42,19.15,183.32,24.27,0,10.96,33.54,6.33,6.16,13.51,15.03,5.91,483.01,2.54,9.81,61.73,1407.28,8.89,34.26,16.68,0,7.1,67.47,0,0,7.77,0.53,0,82.01,8.17,10.2,78.86,10.58,40.83
 84-94,0,0,7.6,1,104.2,16.33,8.13,716.08,1.12,10.67,25.61,171.4,48.43,1.67,4.58,42.6,11.97,19.33,9.49,6.7,22.8,400.41,6.05,38.81,47.61,1187.42,3.71,23.23,21.5,0,0.57,240.96,0,0,21.95,0,0,95.07,8.07,13.25,46.98,19.1,14.19
 96-106,0,0,1.39,0.65,111.96,57.36,10.26,606.31,0.62,10.67,14.71,199.5,22.45,0,19.31,36.87,13.02,4.94,16.54,7.8,1.41,373.35,4.12,15.34,40.76,1140.64,2.87,29.98,21.99,0,6.63,181.46,0.85,0,13.67,1.18,0,57.23,7.7,10.13,64.86,11.91,16.03
108-118,0,0,3.13,2,92.81,40.98,17.63,748.18,0.89,16.82,18.47,185.54,23.4,0,17.76,52.26,19.61,15.28,13.93,11.98,5.67,369.44,14.63,21.18,51.04,1387.95,9,23.31,21.7,0,8.1,130.41,1.18,0,13.71,0.41,0,14.99,11.13,7.72,62.16,8.04,14.42
120,0,0,0,0,109.09,35.54,7.17,606.13,1.13,7.83,7.79,135.5,29.23,0,4.24,71.99,16.81,1.01,9.68,15.48,1.64,260.21,1.05,6.89,48.54,1319.65,10.86,45.52,48.91,0,0,56.78,2.3,1.12,17.3,0,0,44.35,4.75,10.44,35.9,12.25,0
