stage,erythrocytes,eye,glial,mesenchyme,muscle,neural,pronephros,somites,spinal.cord,vasculature
 10-12,0,0,0,0,0,6.18,3.64,3.11,0,0
 14-21,0.93,0.9,0,0,0,1.75,0,2.55,0,0
 24-34,0,0,0,0,0,14.13,0,0,2.59,0
 36-46,0,6.56,0,0,0,17.16,0,0,4.6,0
 48-58,0,4.13,1.63,0,0,15.15,0,0,1.9,0
 60-70,0,0,0,0,0,4.44,0,0,0,0
 72-82,0,3.81,0,0,0,7.41,0,0,0,0
 84-94,0,2.67,1.89,0.74,0,0,0,0,0,0
 96-106,0,0,0,0,4.43,12.15,0,0,0,1.81
108-118,0,0,0,0,0.82,0,0,0,0,0
120,0,11.36,0,0,0,0,0,0,0,0
