stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,234.45,3332.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.96,0,0,0,0,0,0,0,0,0,0
  5-6,77.69,1210.63,0,0,0,0,0,0,0,0,0,0,23.99,0,0,0,0,0,0,0,0,0,0,0,38.49,0,0,0,8.05,0,29.79,0,0,0,0,0,0,0,0,0,0
  7-9,10.78,0,0,21.76,0,0,0,30.67,0,0,0,0,9.66,0,0,0,0,0,0,0,0,0,0,0,181.62,27.11,0,0,66.09,0,11.68,3.47,0,0,0,0,0,0,0,0,0
 10-12,0,4.96,0,3.45,0,0,0,9.14,0,0,0,0,6.06,0,0,0,0,0,3.73,0,0,0,0,0,132.44,0,0,0,76.36,0,0,3.78,0,18.1,0,0,0,0,0,0,0
 14-21,0,0,0,0.96,4.87,0,0,1.27,0,0,1.1,0,0,0,0,0,0,0,0,1.84,1.1,0,0,1.79,18.65,0.93,0,0,0,0,1.63,3.5,2.28,0,1.93,11.67,0,0,1.08,0,0.85
 24-34,0,0,0,0,5.28,0.86,0,15.93,0,1.6,3.18,0,0,2.15,16.39,0,0,1.4,0,1.26,34.9,0,0,29.12,153.58,2.97,2.45,1.36,0,0,5.89,0,0,4.69,2.96,44.85,0,0,6.2,0,22.69
 36-46,0,0,0,0.56,0.6,0.76,0,26.41,0,0.63,15.01,0,0,2.03,15.21,2.49,2.7,0,0,0.61,75.15,0.63,1.64,15.7,231.76,1.82,0,2.31,0,0,0,0,0,2.15,0,70.6,0,0,7.86,0,45.98
 48-58,0,0,0,0,5.55,0.44,0,67.19,4.05,2.47,43.88,0,0,0.71,24.14,0,1.34,0,0,5,124.26,3.7,2.5,23.26,301.09,4.32,2.54,1.84,0,0,2.17,0,0,1.48,0,105.17,0,0,10.85,0,60.07
 60-70,2.52,0,0,0,4.81,0,0,83.29,4.23,2.67,72.89,1.6,0,0.87,21.42,0,5.07,2.23,2.13,0.7,129.66,0.62,2.46,21.2,175.62,0.71,4.65,5.22,0,0,10.12,0,0,0,0,68.34,0,1.47,11.28,2.04,64.74
 72-82,0,0,0.68,0,6.31,2.65,0,186.86,0.8,3.79,90.72,3.59,0,3.84,42.99,1.35,2.17,0.6,2.68,0.58,219.04,2.18,10.57,19.16,296.42,4.76,0,0.54,0,1.31,5.47,0,0,3.59,0,55.51,2.27,7.88,9.22,0.74,34.63
 84-94,0,0,0,0,17.05,3.9,1.39,60.36,1.16,8.6,41.07,8.73,0,4.37,62.82,2.06,19.51,0.69,4.91,2.53,159.79,0,2.18,12.01,169.97,0,1.83,3.55,0,9.02,9.37,0,0,12.36,0,24.9,0,1.47,21.73,2.54,46.92
 96-106,0,0,0,0,11.09,4.8,0,52.5,2.95,6.83,60.83,8.94,0,0.72,96.06,3.2,12.15,6.84,5.38,6.71,152.39,0.7,3.95,18.41,129.46,0.7,2.13,4.84,0,10.94,17.4,0,0,12.73,0,10.57,1.82,4.11,10.41,8.76,55.14
108-118,0,0,0,0,11.66,17.39,0,73.48,3.14,3.27,50.42,4.68,0,0,65.2,2.48,18.49,2.08,0.9,2.77,133.16,0,3.11,19.97,136.03,2.8,0.43,6.5,0,5.64,9.7,0,0,4.34,0,10.51,0.71,3.74,16.24,6.87,36.7
120,0,0,0,0,21.72,6.17,0,56.83,1.42,1.85,79.57,17.18,0,0,78.72,0,28.45,0,12.87,0,162.2,0,2.18,18.98,237.3,1.38,11.12,5.14,0,0,6.34,0,0,9.42,0,5.98,0,0,21.95,2.31,9.02
