stage,eye,mesenchyme,neural,paraxial.mesoderm,spinal.cord
 10-12,0,0,0,4.45,0
 24-34,0,0.66,1,0,0.99
 36-46,0,0,5.31,0,0
 48-58,0,0,4.31,0,0
 60-70,0,0,15.62,0,0
 72-82,0,0,2.66,0,0
 84-94,0.89,0,0,0,0
 96-106,0,0,3.69,0,0
108-118,2.72,0,1.23,0,0
