stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,269.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,13.72,295.33,0,0,0,0,0,0,0,0,0,0,0,10.32,0,0,0,0,0,0,0,0,0,0,0,58.44,14.56,0,0,8.83,11.07,0,0,0,0,0,0,0,0,0,0,0
  7-9,9.57,16.8,0,7.81,0,0,0,10.72,0,0,0,0,0,23.11,0,0,0,0,0,0,0,0,0,0,0,187.2,30.65,0,0,65.67,3.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,17.61,0,0,0,20.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.46,28.89,0,0,95.59,5.07,13.77,0,0,0,5.73,0,0,0,0,0,0
 14-21,0,0,0,1.67,15.07,13.96,0,9.54,0,0,0,3.47,0.92,0,0,0,0,0,0,0,0,14.79,0,0,11.72,159.92,7.77,0,0.86,2.86,0.86,2.36,25.19,6.81,2.31,16.43,49.68,0,0,2.49,0,0
 24-34,0,0,0,1.57,9.45,3.22,0,33.04,0,0,0,8.91,1.15,0,0.67,0,1.23,2.19,0.74,0,1.37,25.36,0,0,12.22,346.13,1.55,5.26,8.88,0,10.28,0,0,2.28,1.76,12.59,72.75,0,0,9.5,0,3.01
 36-46,0,0,0,0,22.27,0,0,44.36,6.08,1.05,0.6,5.58,0,3.2,0.87,0,0,0,0.99,5.17,0,28.57,0,0.85,3.66,158.82,0.63,2.14,0,0,3.94,0,0,4.42,1.69,0,28.67,0,0,3.42,0,0
 48-58,0,0,0,0,2.84,0,0,51.8,3.1,2.81,1.02,8.24,0.91,0,6.26,0,6.83,0.41,0,0,2.91,25.9,0.47,2.26,6.5,101.06,0,1.3,5.13,0,8.66,0,0,0,1.03,0,18.76,0,0,8.32,0,0
 60-70,0,0,0.82,2.79,17.96,0.82,0,35.07,2.11,4.31,1.37,20.1,0,0,0,2.61,3.08,0,0,1.41,0,21.03,0,2.42,9.79,48.31,0.98,1.22,0.71,0,23.39,0,0,1.17,1.41,0,14.26,0,0,2.67,0,0
 72-82,0,0,0.62,0,0.7,6.88,0,48.61,0,0,2.81,40.77,0,0,0,1.03,2.34,0,3.63,0.5,0,59.26,0.92,7.97,7.69,57.48,1.54,1.24,1.27,0,4.25,0,0,0,0,0,0.95,0.53,2.53,7.57,2.45,5.03
 84-94,0,0,1.2,0,5.84,5.32,0,54.4,0.7,0,3.34,21.88,1.36,0,0,1.39,0.62,0,7.07,0.58,1.13,32.87,1.32,0.71,9.26,34.92,0,0.97,0.59,0,19.4,0,0,3.46,0,0,9.39,0.56,0,1.55,0.78,0
 96-106,0,0,0,0,6.29,12.08,0,26.26,0,0.56,0,40.8,2.99,0,0,0.94,0.81,2.07,7.72,0.6,0,57.01,1.41,0.84,4.43,42.29,0,2.73,6.93,0,3.8,0,0,1.32,0,0,1.69,0,1.62,6.53,1.6,1.93
108-118,0,0,0,0.49,10.43,4.84,1,24.7,0,3.03,7.01,35.44,1.9,0,0,2.82,1.23,0.53,0.74,0.56,0.55,48.07,0,4.54,5.49,48.16,1.53,0,3.56,0,2.59,0,0,0,0,0,3.72,0,1.26,6.26,2.25,0.46
120,0,0,0,1.28,16.02,1.38,0,70.96,0,1.03,0,101.38,9.9,0,0,6.01,0,0,11.68,1.43,0,53.05,0,2.35,7.53,82.27,5.56,24.63,1.61,0,25.82,0,0,0,1.52,0,0,0,1.52,45.01,0,0
