stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,23.05,598.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.61,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,260.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,11.46,0,6.86,0,0,17.01,0,0,0,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,208.47,3.96,0,0,63.8,0,0,5.74,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.05,0,26.11,0,0,22.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480.68,11.35,0,0,127.9,0,0,9.03,0,32.91,0,0,0,0,0,0,0,0
 14-21,0,0,3.1,34.52,376.66,32.24,36.55,0,1.07,0,6.4,11.77,0,14.52,0.85,2.42,0,0,0.97,2.86,95.05,0,0,55.67,367.28,19,0,2.75,10.55,0,0,1.38,26.05,6.68,0,42.19,125.93,0,0,10.21,0,0.98
 24-34,0,0,0,17.24,338.95,4.68,57.35,0,26.93,1.89,20.88,3.61,0,34.57,1.4,2.01,0.8,1.46,4.42,2.52,147.69,2.31,0.89,38.12,609.65,6.68,0.98,8.49,0,0,6.06,0,0,5.78,0,3.59,168.56,0,0,72.81,0,1.53
 36-46,0,0,0,1.25,255.76,1.1,35.97,0,86.77,5.7,31.97,0,0,18.95,0,6.02,2.31,1.26,1.59,0,144.8,0,2.92,32.43,403.14,0,0.91,4.4,0,0,0,0,0,0,0,0,125.32,0,0.85,22.37,0,4.33
 48-58,0,0,0.46,0,154.02,0.44,56.31,0,56.15,3.89,46.27,2.06,0,12.26,0.41,0,0.92,1.05,0,8.74,139.31,1.62,12.26,19.28,189.45,5.09,0,5.85,4.77,1.48,0,0,0,0,1.46,0,67.8,0,1.04,28.5,0,9.26
 60-70,0,0,0,0,180.05,4.71,43.23,0.59,100.99,4.19,41.7,13.44,0,16.48,5.6,0,9.39,1,1.06,0.59,162.9,0,12.41,12.49,82,6.2,1.56,7.31,0,4.57,0.62,0,0,1.17,4.07,0,17.43,0,3.94,29.49,0.64,20.56
 72-82,0,0,0.93,0,131.14,0.59,32.23,0,70.34,17.23,41.04,11.26,0,3.03,2.3,1.19,7.91,1.91,0,1.32,191.81,1.16,26.17,19.4,53.77,0,2.76,12.74,0,8.05,5.39,0,0,0.64,0,0,15.98,3.76,10.48,43.23,4.48,17.8
 84-94,0,0,3.22,0,273.97,0.69,43.4,1.17,106.54,6.2,34.57,22.1,0,9.34,8.69,5.53,6.92,3.69,0,2.19,150.78,1.66,20.8,20.19,86.48,0,2.13,15.1,0,1.98,3.07,0,0,1.56,0,0,4.74,0.85,6.66,68.35,5.45,6.76
 96-106,0,0,2.42,0,260.89,10.29,29.35,3.61,82.53,7,69.38,18.94,0,14.96,6.74,3.12,12.1,7.84,0,4.13,166.76,2.79,12.41,11.92,74.64,0,7.79,12.94,0,10.41,8.86,0,0,0.88,0,0,8.43,1.38,3.55,39.42,5.88,23.54
108-118,0,0,0.47,0,297.88,5.4,28.32,0,153.87,1.86,44.22,16.74,0,2.08,9.01,10.85,14.35,3.35,2.02,4.75,166.25,1.09,21.11,21.01,79.63,0.51,3.83,11.3,0,20.84,7.01,0,0,0.69,0,0,8.39,2.82,15.53,50.82,5.68,19.25
120,0,0,0,0,350.42,11.23,22.05,0,124.65,28.68,57.85,10.69,0,8.8,11.14,10.47,16.48,0,0,0,287.18,2.81,70.86,15.42,116.29,1.25,11.73,18.11,0,1.79,34.48,0,0,2.12,0,0,0,3.65,5.29,97.99,13.51,5.22
