stage,eye,glial,gut,mesenchyme,neural,olfactory,periderm,spinal.cord,vasculature
 14-21,0,0,0,0,6.2,0,4.94,4.04,1.77
 24-34,0,0,0,0,8.36,2.17,1.71,0,0
 36-46,0.93,1.25,0,0,5.85,0,0,0,0
 48-58,1.68,0,0.92,0,0.67,0,0,0,0
 60-70,7.87,0,0,0,5.51,0,0,2.11,0
 72-82,0,0,0,3.92,5.01,0,0,0,0
 84-94,1.83,0,0,0,1.41,0,0,0,0
 96-106,3.02,0,0,0,1.79,0,0,0,0
108-118,1.06,0.63,0,0,0,0,0,0,0
