stage,epidermis,eye,glial,mesenchyme,muscle,neural,notochord,otic,periderm,spinal.cord
 14-21,0,1.08,0,0,0,2.33,2.85,0,3.32,0.88
 24-34,0.93,0,0,0,0,1.67,0,0,0,0
 36-46,0,0,0,0,0,1.54,0,2.98,0.7,0
 48-58,0,4.57,0,0,0,1.07,0,0,0,0
 60-70,0,1.48,0,0,0,1.08,0,0,0,0
 72-82,0,0,0.79,0,0,0,0,0,0,0
 84-94,0,0,0,0,0,5.02,0,0,0,0
108-118,0,0,0,0.55,0,0,0,0,0,0
120,0,18.18,0,0,1.27,0,0,0,0,0
