stage,epidermis,eye,fin.mesenchyme,glial,gut,ionocyte,lateral.line,liver,mesenchyme,mural.cell,muscle,neural,notochord,otic,periderm,slow.muscle,spinal.cord,vasculature
 24-34,0.85,0,0,0.88,0.63,0,1.08,0,1.1,0,0.73,1.13,0,0,2.11,0,0.79,0
 36-46,5.07,0,0,0,0,0,0,0,4.06,0,3.73,2.88,0,0,0,0,0,0
 48-58,2.42,1.37,0,6.81,0,0,0,0,0,0,0.43,0,5.13,0,0,0,0,0
 60-70,0,3.46,0,0,0,0,1.55,1.35,4.3,0,0,1.4,0.83,0,0,0,0,4.88
 72-82,1.99,4.93,0,0,0,0,0,8.38,5.3,0,0,3.28,0,0,2.14,1.69,0,0
 84-94,0.87,0,2.45,0,0,0.69,0,22.34,0.9,3.35,0,0.86,1.53,0,1.71,0,0,0
 96-106,0,0,0,0,0,0,0,16.37,1.32,0,0,2.66,0,0,3.92,0,0,2.32
108-118,1.64,0,0,0,0.47,0,4.03,16.88,3.24,0,0,2.15,0,0.55,1.77,0,0,0
120,0,0,0,0,0,0,0,0,11.31,0,0,0,0,0,0,1.99,0,0
