stage,eye,hatching_gland,heart,neural,presomitic_mesoderm,slow_muscle,vasculature
 10-12,0,9.53,0,0,0,0,0
 14-21,0,0,0,0,10.37,1.34,0
 24-34,0,0,2.16,1.9,0,0,0
 36-46,0,0,0,0.73,0,0,0
 60-70,0,0,0,1.24,0,0,0
 72-82,1.05,0,0,0,0,0,1.3
