stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,22.3,1692.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.25,0,0,0,0,0,0,0,0,0,0
  5-6,149.85,2007.33,0,6.55,0,0,0,0,0,0,0,0,0,11.49,0,0,0,0,0,0,0,0,0,0,0,174.8,10.72,0,0,45.75,0,6.25,0,0,0,0,0,0,0,0,0,0
  7-9,92.73,158.23,0,99.42,0,5.98,0,420.41,0,0,0,0,0,116.59,0,0,0,0,0,0,0,0,0,0,0,2526.14,102.6,0,0,1062.91,0,0,27.53,0,0,0,0,0,0,0,0,0
 10-12,0,79.6,0,155.15,0,0,0,271.06,0,0,0,0,0,27.75,0,0,0,0,0,0,0,0,0,0,0,1850.85,77.66,0,0,1032.12,0,6.2,15.02,15.24,92,0,0,9.83,0,0,0,0
 14-21,0,0,1.23,6.71,108.1,27.79,0,41.84,0,0,0,40.93,5.71,0,0,0,0,2.74,0,1.36,3.88,58.61,0,0,47.58,514.14,13.77,3.16,9.45,21.53,0,5.12,0,143.29,26.27,0.93,121.91,249.04,0,6.69,0,14
 24-34,0,0,0,4.27,21.81,2.18,0,74.95,0,0,1.77,70.85,0,0,2.93,0.9,0,1.67,1.91,6.73,5.03,88.34,0,0,31.96,651.67,4.03,17.38,7.26,0,0,1.75,0,0,9.64,0,14.89,223.77,0,16.69,0,12.74
 36-46,0,0,0,0,4.85,1.97,0,135.95,3.2,1.04,2.81,46.39,0,0,1.4,0,0,1.87,5.64,0,5.6,74.96,0,5.02,20.86,581.81,0.73,14.98,12.04,0,2.1,2.35,0,0,17.63,0,0,187.02,0,9.83,0,10.81
 48-58,0,0,0,0,14.5,0,0,210.48,0.69,0.79,0.89,43.88,0.51,0,0.41,0,0,2.95,1.14,4.44,2.83,95.36,0,3.13,23.7,475.94,0.84,11.88,0.85,0,0,5.93,0,0,2.74,0,0,113.41,0,1.69,0,15.19
 60-70,0,0,1.43,0,11.77,0,0,301.02,0,0.65,3.79,45.07,0,0,1.88,0,0,13.56,0,0,0,105.47,0,2.54,7.12,316.64,0,6.67,5.22,0,0,4.81,0,0,0,0,0,46.74,1,2.6,0,8.36
 72-82,0,0,4.88,0,6.42,0,0,194.06,0.55,0,2.35,41.58,0.86,0,0.73,3.24,0,17.06,3.14,0,0,116.57,0,9.55,8.31,274.16,0.52,6.26,12.38,0,2.94,1.14,0,0,0.63,0,0,45.11,3.34,11.76,3.24,9.06
 84-94,0,0,6.34,1,17.32,0,0,176.77,0,3.19,14.83,48.75,1.95,0,4.38,0.78,0,12.24,5.08,0.6,0,91.13,0,6.86,11.46,221.48,0,8.49,3.19,0,0,4.99,0,0,1.76,0,0,38.7,1.28,11.71,1,12.39
 96-106,0,0,2.41,0,15.05,0,0,150.78,6.59,0.62,0,60.06,3.26,0,2.33,0.57,1.78,11.86,4.96,1.08,0,102,5.92,7.13,7.32,199.7,1.31,25.18,3.46,0,1.04,7.08,0,0,1.33,0,0,27.03,3.09,10.84,4.21,10.59
108-118,0,0,2.52,0,19.38,5.74,0.95,106.29,1.43,3.48,3.17,50.28,3.32,0,0,1.97,0.64,15.9,3.93,1.95,2.1,126.71,0,4.18,11.25,274.9,1.25,12.38,9.19,0,0.89,7,0,0,2.33,0.43,0,9.16,4.1,14.95,5.35,11.97
120,0,0,0,3.17,14.3,3.03,0,174.12,0,0,0,55.56,0,0,0,2.51,0,21.05,0,0,1.45,102.43,0,11.69,5.91,214.46,9.34,10.51,0,0,5.9,6.51,0,0,14.91,0,0,0,5.22,8.33,0,1.16
