stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,632.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6,0,0,0,0,0,0,0,0,0,0
  5-6,8.25,454.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35,8.9,0,0,0,0,8.24,0,0,0,0,0,0,0,0,0,0
  7-9,5.7,4.72,0,17.42,0,0,0,97.37,0,0,0,0,0,41.82,0,0,0,0,0,0,0,0,0,0,0,433.24,0,0,0,113.24,0,3.63,8.97,0,0,0,0,0,0,0,0,0
 10-12,0,8.11,0,34.34,0,0,0,19.46,0,0,0,0,0,26.62,0,0,0,0,0,0,0,0,0,0,0,532.9,66.2,0,0,202.91,0,0,0,0,36.88,0,0,0,0,0,0,0
 14-21,0,0,0,5.74,244.31,31.74,0,27.96,0,1,0,4.52,5.11,1.62,2.82,1.28,0.89,0,0,9.04,7.43,39.18,0,0,32.94,255.11,62.19,2.36,3.35,10.4,0,7.1,0.91,20.67,0,25.44,94.6,0,0,17.91,0,6.53
 24-34,0,0,0,1.92,127.86,3.37,0,66.01,0,5.31,0,18.67,1.35,0,16.25,3.57,3.59,2.46,2.81,0.61,6.7,126.69,0,0,52.56,415.81,32.53,5.62,6.27,0,0,4.82,0,0.85,1.38,4.32,106.18,0,0,105.61,0,13.47
 36-46,0,0,0,0,121.54,10.69,0,54.27,0,29.56,2.81,24,0.74,1.6,12.76,3.4,0,10.44,4.07,1.74,36.35,103.82,0.95,3.76,18.42,214.96,25.68,5.67,8.53,0,0,11.19,0,0,3.76,0,67.82,0,0,50.39,0,41.66
 48-58,0,0,0,0,91.68,3.66,0,44.96,0,15.6,23.08,47.64,4.62,5.55,3.04,21.59,6.4,21.14,1.79,2.62,54.01,130.95,1.39,10.99,33.37,155.64,17.5,2.08,9.76,0,0,14.79,0,0,1.45,0,66.17,0,0,58.85,0,78.48
 60-70,0,0,0,0,70.08,0,0,40.53,0,23.29,16.86,118.49,5.83,1.77,3.72,13.48,0,20.79,5.02,2.07,28.09,148.83,0.76,12.75,23.96,142.98,20.26,3.98,0,0,0.66,1.13,0,0,0.62,0,29.09,0,2.71,47.48,0.73,68.95
 72-82,0,0,3.72,0,36.03,0,0,40.15,3.34,18.57,11.27,106.18,8.14,1.6,4.45,6.32,1.3,14.35,2.18,3.06,5.29,220.37,2.82,8.17,22.59,98.08,4.35,1.44,4.48,0,3.15,3.91,0,0,1.15,0,15.53,1.16,2.45,55.51,3.02,50.08
 84-94,0,0,3.82,0,71.85,14.97,2.38,49.88,0.55,21.52,4.73,93.82,5,1.99,5.28,13.69,4.96,21.66,8.6,0,32.77,164.64,3.04,11.25,20.29,43.61,6.05,1.41,8.31,0,0,16.96,0,0,1.69,0,23.8,1.68,5.42,71.52,4.58,51.56
 96-106,0,0,0,0,54.72,5.75,0,52.92,0,20.7,7.5,97.58,8.77,0,9.53,12.37,5.05,32.26,4.54,1.12,14.13,140.33,7.54,3.45,6.62,97.06,4.98,5.93,4.94,0,5.16,13.85,2.06,0,3.78,0,1.63,1.59,6.98,57.87,8.32,58.69
108-118,0,0,0.57,0.45,112.73,12.16,2.73,24.87,0,36.15,6.35,77.2,7.18,0,9.36,12.67,8.68,57.48,3.12,1.95,12.89,177.62,2.33,7.43,10.41,111.37,3.07,1.19,5.52,0,14.08,6.41,0,0,1.71,0,4.88,2.15,0,56.11,6.65,56.26
120,0,0,0,0,153.38,5.19,1.89,35.89,0,28.7,17.55,193.8,7.04,0,5.33,39.34,1.63,28.78,0,18.38,4.99,232,1.12,19.44,13.16,180.61,5.09,1.61,10.13,0,0,28.09,0,0,0,0,23.45,3.37,0,65.46,1.45,15.38
