stage,epidermis,eye,fin.epithelia,gut,immune,ionocyte,liver,mesenchyme,mucous,neural,olfactory,periderm,pronephros,xanthophores
 24-34,5.66,0,0,0,0,0,0,0,0,0,0,5.55,0,0
 36-46,2.43,0,0,0,0,6.81,0,0,0,1.81,0,9,0,0
 48-58,0.71,0.47,0,0,0,0,0,0,1.17,0,0.47,11.7,0,2.76
 60-70,2.13,0,0,0,0,0.69,0,0,0,8.53,1.43,2.83,0,0
 72-82,0,0,0,0,0,0.83,0,0,0,2.03,0,1.33,0,0
 84-94,2.9,0.58,1.2,0,0,0,2.9,0,0,0,0.81,17.65,0.87,1.56
 96-106,0.74,0,0,2.64,2.14,0,4.18,0,0,0,0.63,11.7,0,0
108-118,0.47,3.81,0.7,0,0.5,3.37,0.86,0,3.75,0.92,0,18.34,0,1.38
120,15.9,0,0,0,0,3.78,0,15.32,15.46,0,0,14.75,0,0
