stage,endoderm,epidermis,eye,fast.muscle,mesenchyme,neural,notochord,periderm,pronephros,spinal.cord
  7-9,3.93,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,5.38,0,0,0
 24-34,0,0,0,0,0,1.27,0,0,0,1.23
 36-46,0,0,0,0,0,5.31,0,0,0,0.8
 48-58,0,1.66,0.76,0,0.4,7.49,0,0,0,0
 60-70,0,0,1.65,0,0,14.88,0,1.12,0,0
 72-82,0,0,2.72,0,0,2.27,0,0,0,0
 84-94,0,0,0,0,0,3.06,0,0,0.56,2.13
 96-106,0,0,3.71,0,0,0,0,0,0,0
108-118,0,0,0,0.42,0,2.63,0,0,0,0
120,0,0,0,0,0,3.61,0,2.6,0,0
