stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,73.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,7.85,268.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,0,39.67,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.02,11.07,59.81,0,0,0,124.59,0,0,0,0,0,32.25,0,0,0,0,0,0,0,0,0,0,0,653.46,19.27,0,0,305.66,0,5.34,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.44,107.19,0,0,0,135.74,0,0,0,0,0,8.48,0,0,0,0,0,0,0,0,0,0,0,962.2,11.07,0,0,340.11,0,0,4.37,0,80.85,0,0,0,0,0,0,0,0
 14-21,0,0,15.75,131.74,63.97,0,74.35,0,0,0,10.3,5.02,0.98,0,0,2.77,0,2.26,0,0,96.7,0,0,70.22,552.17,2.73,0,20.41,13.91,0,85.82,0,69.02,1.23,0,64.7,137.6,0,0,9.09,0,1.39
 24-34,0,0,2.55,32.5,11.98,0,102.04,0,0,0,8.27,7.02,0,0,0,1.37,1.56,1.4,0.61,0,64.71,0.63,0,20.38,513.4,0.68,2.51,6.72,1,0,22.48,0,0,1.94,0,6.06,97.76,0,0,22.04,0,0
 36-46,0,0,0,9.05,0,0,71.47,0,0,2.91,9.71,0.78,0,1.84,0,0,14.04,4.33,0,0,63.52,0.68,1.57,15.15,316.65,1.26,0.94,1.76,0,0,12.26,0,0,0,0.74,0,57.64,0,0,14.47,0,0
 48-58,0,0,0,11.64,0.45,0,119.07,0,0.47,0.45,17.21,6.07,0,0.71,6.45,6.7,0.8,2.62,0.38,0,30.45,2.97,0.98,5.96,243.19,0,0.92,1.36,0,0,12.1,0,0,0,0,0,30.84,0,0,6.25,0,4.02
 60-70,0,0,0,15.84,0.65,0,212.12,1.92,2.65,0.68,13.64,6.27,0,0.95,5.73,0,0,5.37,11,0,15.65,0.84,2.52,11.37,276.34,0,0,0,0,0,8.5,0,0,0.68,0,0,32.8,0.61,1,11.72,0,0
 72-82,0,0,0,17.02,2.48,0,157,0,5.99,2.58,12.82,8.48,0,0,7.45,0,0,5.55,0.55,0,17.79,1.23,1.45,9.3,278.35,0,0.49,1.79,0,1.4,12.64,0,0,0,0.53,0,38.4,2.27,1.41,24.67,0,0
 84-94,0,0,0,8.25,6.63,0,109.22,1.27,0,2.03,20.07,7.76,0,2.18,10.82,1.15,2.32,1.36,0,5.22,25.02,0,2.83,8.47,179.25,5.19,1.88,2.73,0,0,18.17,0,0,0.84,0,0,11.89,1.7,0,25.24,0,0
 96-106,0,0,0,17.96,13.95,1.44,122.87,0.87,0.72,3.77,28.17,10.23,0,10.74,15.79,4.75,0.59,4.46,7.63,0,22.87,5.76,2.42,7.98,267.05,0,1.27,2.8,0,0,47.61,0,0,0,0,0,10.34,4.57,0.72,8.59,2.33,7.28
108-118,0,0,0.93,31.62,2.58,2.37,138.88,0.42,1,0.46,28.64,16.94,0,1.27,26.77,0.5,1.4,8.05,2.6,0,36.84,1.92,2.1,11.81,318.09,2.48,0.47,9.08,0,0,53.71,0,0,1.43,0,0,34.18,12.31,0,17.84,2.09,0.6
120,0,0,2.94,47.83,4.53,5.29,212.29,1.04,2.37,0,29.48,15.99,0,7.29,33.61,0,0,9.12,0,0,45.82,0,0,26.35,630.84,13.68,1.46,5.24,0,0,19.96,0,0,0,0,0,8.08,6.59,0,12.24,2.27,0
