stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,23.99,724.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.93,0,0,0,0,0,0,0,0,0,0
  5-6,27.37,794.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.7,0,0,0,0,0,10.17,0,0,0,0,0,0,0,0,0,0
  7-9,16.68,56.1,0,42.3,0,0,0,142.8,0,0,0,0,0,141.27,0,0,0,0,0,0,0,0,0,0,0,683.75,10.4,0,0,396.06,0,0,4.3,0,12.75,0,0,0,0,0,0,0
 10-12,0,35.13,0,53.4,0,43.87,0,48.87,0,0,0,0,0,242.53,0,0,0,0,0,0,0,0,0,0,3.87,491.97,26.67,0,0,451.69,0,0,8.7,14.07,39.34,0,0,0,0,0,0,0
 14-21,5.55,0,11.1,114.72,932.33,64.8,0,56.76,0,0,0,4.58,8.57,1.86,7.23,6.55,225.51,0,0,0,0,59.4,33.27,0,41.82,561.38,24.7,12.81,4.39,33.57,0,58.39,0,78.14,2.18,59.13,185.37,0,0,1.45,0,0
 24-34,0,0,18.27,21.94,241.06,1.09,0,49.35,0,9,2.3,2.53,2.58,10.65,2.12,17.13,184.26,0.77,9.68,4.07,3.93,80.12,92.04,0,27.93,1475.9,6.72,46.07,6.73,0,0,75.55,0,4.49,1.25,15.71,225.62,0,0,33.18,0,1.51
 36-46,0,0,6.78,2.74,481.67,2.3,0,316.53,0,34.65,5.26,28.2,19.08,4.78,2.96,31.79,84.68,0,25.94,6.9,4.67,79.46,39.73,1.06,22.41,4539.81,12.37,50.71,24.68,0,0,86.02,0,2.6,19.12,0,560.71,0,0,29.68,0,0
 48-58,0,0,0.87,0.72,388.72,9.12,0,1119.9,0.39,17.94,12.81,139.3,16.79,52.54,2.75,68.85,86.18,3.5,10.24,2.74,6.21,108.52,31.3,3.25,27.67,8571.45,11.27,29.53,24.34,3.66,0,106.85,0,0,5.9,0,823.9,0,0,30.75,0,12.56
 60-70,0,0,41.91,0,589.7,0.64,0,1653.36,1.78,17.64,18.86,77.84,73.83,32.76,4.86,65.24,58.09,0,80.69,3.95,5.13,248.24,68.28,2.27,18.35,11168.55,8.5,30.87,48.71,0,0.84,201.59,0,0,15.93,0,1090.09,60.79,0.67,57.12,2.19,11.47
 72-82,0,0,57.89,0,358.77,7.08,0.76,1417.94,0.5,8.79,3.82,104.3,52.01,7.13,3.49,96.5,71.27,2.68,27.82,14.2,6.61,204.95,43.78,13.49,15.58,7712.42,0.5,26.4,19.61,0,0,187.81,3.31,0,3.03,0,708.27,150.04,5.23,49.77,3.11,26.44
 84-94,0,0,72.9,0.68,330.07,1.72,9.93,1015.9,0,21.73,11.26,78.87,83.14,50.05,3.16,117.21,114.3,2.76,19.35,1.53,0,142.92,21.22,13.15,14.95,4590.02,0,27.88,8.86,0,3.75,471.51,0,0,3.17,0,503.87,233.15,6.55,47.97,8.3,5.95
 96-106,0,0,35.73,0.59,305.26,9.19,1.59,626.05,2.33,15.94,4.11,67.5,108.1,5.82,0,153.34,73.88,0.66,22,58.09,0,133.7,42.34,7.64,6.92,3592.04,1.25,45.42,15.12,0,2.48,406.7,0,0,1.33,0,182.68,119.23,4.75,66.36,6.33,1.07
108-118,0,0,13.46,0,293.3,13.5,9.89,613.54,0,30.67,7.31,72.43,65.12,5.48,1.59,151.03,99.23,6.77,13.35,9.43,0.88,144.12,88.96,4.68,9.04,5279.79,0,26.45,10.15,0,0,470.29,0,0,6.13,0,163.66,162.28,3.74,54.17,0,0
120,1.19,0,0,0,267.65,20.75,14.33,865.33,0,13.34,1.58,136.61,35.34,0,0,279.23,54.26,17.05,26.22,19.9,9.24,217.52,4.72,13.18,7.06,4918.66,2.28,21.36,11.5,0,0,209.06,0,0,6.24,0,167.81,97.99,2.55,55.95,8.42,2.59
