stage,epidermis,eye,glial,muscle,neural,pronephros,spinal_cord,vasculature
 24-34,0,0,0,0,0,0.83,0,2.14
 48-58,0,0,0,0,0.66,0,0,0
 60-70,0,1.01,0,0,42.58,0,0,0
 72-82,0,0,0,0,39.04,0,0.58,0
 84-94,0,2.31,5.32,0,24.56,0,0,0
 96-106,0,0,0,0,39.67,0,0,0
108-118,0.93,0,0,0,29.76,0,0,0
120,0,0,0,10.55,32.34,0,0,0
