stage,epidermis,eye,glial,gut,ionocyte,iridophores,mesenchyme,muscle,neural,periderm,spinal.cord,vasculature
  7-9,0,0,0,0,0,0,0,0,8.37,0,0,0
 24-34,0,0,0,0,0,0,0,0.99,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,0,0,0,0.61
 48-58,3.83,0,0,0,0,0,0.42,0,0,0,0,0
 60-70,0,1.7,1.12,1.57,0,0,1.37,0.9,0,0,0.73,0
 72-82,0,0,0,1.05,0,0,1.37,0,0,0,2.25,0
 84-94,0,1.55,0,0,0,0,0,0,2.83,0,0,0
 96-106,0,0,0,0,0,0,2.71,0,0,0,0,0
108-118,0,0,1.81,0,0,0,2.02,0,3.04,0.44,0,0
120,6,2.01,0,0,1.65,4.95,0,0,0,1.16,0,0
