stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,10.2,227.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,60.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,18.14,0,0,0,0,0,0,0,0,0,0,0,4.48,0,0,0,5.59,0,0,7.71,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,9.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.26,0,0,0,6.59,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.88,3.82,0,0,3.82,0,0,0,0,0,0.98,0,0,0,0,0,8.48,0,2.23,0,0,1.28,10.53,6.57,0,0,0,0,1.15,0.91,0,0,0.88,16.58,0,0,0,0,0
 24-34,0,0,0,0,3.04,0,0,7.71,0,3,0,4.69,0,0,0,1.72,0.98,0,0,0,1.41,14.6,0,0,6.84,119.39,4.36,2.39,0,0,0,10.71,0,2.86,0,1.28,14.75,0,0,6.15,0,4.13
 36-46,0,0,0,0,29.48,0.76,0,18.68,4.95,0,0,1.43,0,0,0.73,0,0,0,0.64,1.07,0,5.33,0,0,8.28,143.84,0,3.03,0,0,0,21.37,0,0,0.67,0,19.29,0,0,7.6,0,0
 48-58,0,0,0,0,5.45,0.44,0,56.05,0,1.06,0,20.51,0.91,1.7,0,1.41,3.66,6.09,0.4,0,4.18,12.51,3.12,0,1.7,177.81,3.95,7.48,0,0,0,20.08,0,0.79,0,0,31.73,0,0.61,10.89,0.5,2.74
 60-70,0,0,0,0,1.03,0,0,99.55,0.58,1.4,3.18,19.31,2.2,0,0,18.23,0,2.04,0,1.35,4.76,40.07,0,0.88,2.49,184.09,4.7,1.08,1.03,0,0,24.4,0,10.32,1.84,0,28.77,0,1.77,24.51,0,6.97
 72-82,0,0,0.87,0,2.23,16.87,0,110.88,1.33,1.19,2.69,9.2,0,0,0.75,0.51,1.6,2.29,2.78,4.33,0,64.02,0.89,0,1.68,144.95,4.6,0,2.03,0,0,18,0,0.58,0,0,10.7,0,0,8.71,2.58,3.11
 84-94,0,0,1.23,1,13.72,14.89,0,99.21,1.66,0.66,0.77,22.21,3.96,0,0,7.57,4,2.32,0.66,1.33,11.16,49.49,0.62,6.06,16.13,140.85,1.33,2.48,2.35,0,0,63.41,0,2.76,0,0,11.8,0.55,5.38,9.64,0.98,4.02
 96-106,0,0,3.49,1.03,20.68,40.91,0.72,79.46,0,0.58,0.59,36.62,4.96,0,0,3.76,1.5,1.24,2.42,1.83,1.75,31.06,3.08,0,6.35,125.94,0.85,0,2.83,0,0,72.61,0,1.41,0,0,4.62,0.66,1.93,18.48,1.35,4.47
108-118,0,0,0.41,0,15.13,3.89,9.65,98.35,0.52,5.77,0,47.64,6.67,0,1.62,14.69,0.61,1.9,0,3.51,3.08,56.77,3.85,0.83,1.7,159.4,1.47,0.46,1.84,0,3.19,76.7,0,3.31,0.55,0,5.07,0.52,4.53,18.39,0,8.94
120,0,0,0,0,21.84,0,0,44.88,0,2.47,11.25,36.76,14.2,0,0,16.76,0,3.57,0,0,1.64,59.34,0,0,14.09,242.77,15.4,1.26,0,0,0,81.96,0,1.73,1.69,0,26.33,0,0,16.51,13.35,0
