stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,107.44,1645.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.88,0,0,0,0,0,0,0,0,0,0,0
  5-6,8.5,292.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.57,0,0,0,0,67.16,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.66,10.38,0,0,0,0,0,22.6,0,0,0,0,0,75.07,0,0,0,0,0,0,0,0,0,0,0,143.86,0,0,0,13.27,318.77,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,19.9,0,38.45,0,0,0,29.99,0,0,0,0,0,235.25,0,0,0,0,0,0,0,0,0,0,0,442.81,33.95,0,0,74.02,188.89,6.41,0,28.23,0,0,0,0,0,0,0,0
 14-21,0,0,2.33,2.26,191.26,0,0,1.02,0,7.64,0,0,6.34,17.58,2.01,0,51.51,0,0,0,0,1.95,6.03,0,0.92,30.28,2.52,0,4.22,0.86,429.67,3.23,2.57,9.7,1.23,5.22,13.05,0,0,0,0,1.49
 24-34,0,0,0.66,2.09,169.29,0,0,5.99,0,57.63,0,4.8,0.63,0.81,0.67,0,309.08,0.7,3.98,1.98,1.94,3.17,57.89,0,12.84,175.06,1.02,21.97,6.08,0,1304.73,0,0,11.77,0,1.39,22.19,0,0,1.62,0,25.44
 36-46,0,0,0,0,119.31,0,0,10.07,0,30.65,9.64,15.54,2.82,0,0,0,116.36,0.74,8.97,10.59,2.91,5.9,16.72,0,0.65,155.31,5.81,32.21,11.53,0,1375.43,1.64,0,6.39,6.8,0,29.55,0,0,0,0,24.69
 48-58,0,0,0,0,86.86,0,0,46.46,0,38.56,0,17.6,0.38,1.8,0,0,47.29,7.53,3.09,15.13,0,16.99,25.13,0,1.25,86.74,0,26.15,10.91,0,1027.18,0,0,10.06,0,0,19.43,0,1.65,1.94,0,20.34
 60-70,0,0,1.48,0,58.65,0,0,89.99,0,17.89,0,13.98,11.17,0,0.7,0,34.36,0,11.45,8.37,0,24.31,16.97,1.89,0,106.14,0,35.68,18.13,0,581.15,0,0,1.22,0,0,13.72,5.23,0,1.66,0,19.22
 72-82,0,0,6.65,0,53.76,0,3.14,107.65,0,16.16,0,18.66,19.47,0.49,0,0,45.08,0,25.67,14.33,0,22.72,22.34,1.33,5.61,71.28,0,32.65,19.11,0,295.67,0.56,0,2.52,0,0,5.66,9.32,0,5.12,0,17.99
 84-94,0,0,5.12,1.04,146.14,6.38,0.59,120.86,0,28.84,0,8.91,54.64,0.71,0,0,94.29,1.46,17.35,5.92,0,16.57,45.89,2.44,0.76,32.69,0,62.13,42.57,0,846.33,0,0,4.34,0.74,0,12.76,45.6,0,5.19,0,21.37
 96-106,0,0,5.59,0,266.18,1.66,4.3,118.66,0,17.94,2.05,14.9,57.12,0,0,2.08,89.56,4.67,28.06,7.25,0,27.54,27.36,0,1.63,65.71,0,58.67,31.7,0,668.23,0,0,2.03,0,0,11.81,61.09,1.48,2.08,1.67,6.36
108-118,0,0,0.61,1.48,242.5,0.57,9.63,68.78,0.62,18.81,0,2.57,76.61,0,0,1.8,84.31,10.81,35,5.73,0,50.25,17.86,0,0.63,54.05,0,48.37,30.95,0,517.82,0,0,3.5,0,0,1.75,65.8,0,0.68,0.57,20.32
120,0,0,1.22,1.28,169.67,0,1.71,43.44,0,8.19,0,8.34,47.1,0,0,0,31.41,4.74,17.46,0,0,48.62,14.12,0,0,67.02,3.31,28.06,16.26,0,377.02,0,0,1.13,0,0,18.55,28.07,0,0,0,1.1
