stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,267.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.25,0,0,0,0,0,0,0,0,0,0
  5-6,18.77,644.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.05,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0
  7-9,31.36,15.93,0,58.21,0,0,0,65.4,0,0,0,0,0,15.11,0,0,0,0,0,0,0,0,0,0,0,345.48,59.28,0,0,88.87,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,24.64,0,22.97,0,43.38,0,30.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.64,118.54,0,0,149.29,0,0,0,45.01,0,0,0,0,0,0,0,0
 14-21,0,0,0,2.87,4.33,219.64,0,13.66,0,0,0,15.2,1.32,0,2.78,1.04,0,0,0,0,0,47.33,0,0,19.4,318.58,63.93,0.89,0,1.76,0,0,10.2,0,0,14.1,138.01,0,0,13.06,0,0
 24-34,0,0,0.66,1.66,7.24,12.6,0,74.29,0,0,0.61,12.36,0,0,16.41,2.13,0,2.02,0,1.41,5.9,82.06,0,2.43,53.47,1385.42,33.91,23.28,9.71,0,0,5.42,0,2.4,2.43,8.56,316.85,0,0,43.18,0,2.66
 36-46,0,0,0.85,0,5.45,0.67,0,253.25,0.99,0,9.22,82.78,1.77,0,8.85,7.21,0,0.61,0.57,0,21.54,161.6,0,4.11,33.19,2798.9,42.99,27.7,13.08,0,2.1,2.11,0,16.24,8.34,0,545.92,0,0,36.93,0,1.94
 48-58,0,0,0.39,0,22.74,0.9,0,579.41,6.89,1.68,9.62,153.74,0,0,8.2,9.14,3.62,0.39,9.83,1.98,7.03,196.81,0,6.58,46.24,2938.51,34.56,10.96,21.41,0,0.59,3.38,0,0.97,1.71,0,542.34,0,1.31,47.1,0,3.26
 60-70,0,0,1.76,0.85,5.08,0.57,0,1440.58,2.38,5.3,28.12,302.44,15.72,0,4.92,23.89,0,0.67,30.73,0,0,326.16,0,10.28,27.42,4159.24,26.17,17.97,27.14,0,0,23.47,0,17.99,0,0,508.42,0.81,2.55,47.21,3.37,6.89
 72-82,0,0,1.14,0.51,16.06,18.69,0,830.33,1.47,0,5.59,197.34,13.86,0,7.07,4.98,0,2.43,24.99,1.36,0,256.75,0,3.21,21.37,2379.21,7.32,12.24,43.65,0,3.07,3.11,0,0.66,0,0,187.16,1.57,5.58,48.06,15.45,0
 84-94,0,0,6.98,0,15.33,9.7,0,685.91,0,0,7.49,177.88,33.13,0,3.9,33.31,0,5.36,36.01,0,2.19,230.76,0,8.15,3.03,1486.63,7.89,10.95,44.76,0,4.11,16.71,0,6.49,0.78,0,134.92,0,7.23,41.07,8.53,0
 96-106,0,0,3.02,0,19.89,15.33,0.97,530.31,0,0.75,12.66,128.83,15.89,0,3.77,20.72,0.56,1.35,58.31,0.7,5.39,163.15,0,5.19,15.7,1178.07,7.57,24.93,51.84,0,5.47,3.09,0,2.97,0.71,0,68.32,0,3.92,52.5,7.21,0
108-118,0,0,2.4,1.1,23.4,13.5,0,514.14,2.49,3.59,1.78,165.53,31.72,0,3.92,17.17,0.44,7.96,35.23,1.26,1.52,167.89,4.6,13.93,12.91,1130.66,12.58,23.43,59.78,0,11.9,9.38,0,3.23,0.43,0,47.99,4.46,3.31,34.24,9.53,5.48
120,0,0,3.9,0,27.45,12.03,1.61,577.65,7.53,4.76,19.62,315,40.99,0,0,52.74,0,10.87,38.28,0,0,241.69,0,31.62,13.03,2112.18,12.51,6.83,78.66,0,19.01,13.25,0,1.94,0,0,87.26,3.35,11.04,62.42,3.98,0
