stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,87.71,1936.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.6,0,0,0,0,0,0,0,0,0,0,0
  5-6,77,1042.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,0,0,0,17.3,0,39.11,0,0,0,0,0,0,0,0,0,0,0
  7-9,22.1,30.68,0,63.24,0,0,0,137.5,0,0,0,0,48.64,0,0,0,0,0,0,0,0,0,0,0,1155.27,57.23,0,0,361.67,0,11.3,3.47,0,0,0,0,0,0,0,0,0,0
 10-12,0,36.26,0,84.03,0,6.22,0,169.73,0,0,0,0,6.89,0,0,0,0,0,0,0,0,0,0,0,1759.16,45.14,0,0,548.35,0,5.16,5.95,3.96,53.52,0,0,3.51,0,0,0,0,0
 14-21,0,0,0,4.11,78.18,17.75,0,41.98,0,0,5.3,3.32,0,1.15,0,0,0,0,0,0,46.84,0,0,17.14,503.32,15.06,4.28,5.97,15.98,0,30.87,0,43.65,0,1.07,36.92,147.91,0,0,2.26,0,0
 24-34,0,0.83,0.62,1.51,17.57,16.58,0,116.28,0,1.62,17.46,4.18,0.74,0,2.67,3.05,0,2.35,0,0,89.43,0,0,24.85,848.18,0.69,4.48,4.51,0,0,119.54,0,0,1.7,0,7.81,168.46,0,0,26.21,0,8.27
 36-46,0,0,0,0.96,22.52,0.79,0,183.47,3.84,0.64,15.15,0,0,3.12,1.01,0,3.11,1.11,10.06,0,66.59,0,0,17.87,544.48,0,6.29,8.84,0,0.97,160.74,0,0,0,0,0.69,101.8,0,0,5.95,0,3.86
 48-58,0,0,0,0.4,9.38,0,0,202.68,12.3,1.48,31.21,2.57,0,3.08,1.69,0,0.4,0.49,0.99,4.31,74.02,1.73,1.62,17.05,390.82,0.6,0.92,9.71,0,0,38,0,0,0,0,0,71.7,0,0.42,4.81,0,2.54
 60-70,0,0,0,0,19.69,4.64,0,169.16,0,1.13,47.93,2.5,0,1.5,0.78,0,0.77,0,1.82,0,89.28,0,4.39,8.08,323.9,2.26,2.96,3.48,0,0,29.61,0,0,0,0,0,26.96,0.77,0.63,3.29,0,13.41
 72-82,0,0,0,0,4.56,1.31,0,97.29,0.57,3.65,35.86,4.3,0,1.12,1.01,2.31,3.15,0.89,0,0,77.68,0,1.83,11.6,202.39,0.5,2.7,7.01,0,0,15.67,0,0,2.08,0,0,10.01,0,1.49,10.29,0.84,9.52
 84-94,0,0,0,0,19.22,3.01,0,79.81,1.83,1.9,24.61,1.46,0,1.02,6.48,0,0.75,0.78,2.91,13.39,75.56,0,3.76,8.65,173.61,1.64,3.53,1.94,0,0,44.2,0,0,0,0,0,20.02,3.41,4.78,11.89,1.43,5.42
 96-106,0,0,1.92,0,14.58,1.73,0,71.25,0,0.84,30.27,2.06,0,0.61,3.01,4.29,0.99,2,12.09,2.25,44.96,0,2.09,7.81,108.82,0.58,8.42,6.17,0,2.41,20.68,0,0,0.67,0,0,7.35,0,2.06,20.68,0,9.66
108-118,0,0,0,0,18.07,5.14,3.37,58.3,1.67,2.34,36.39,1.78,0,0,4.12,0.9,2.91,0,2.52,0.61,45.7,0,5.3,9.89,163.72,0,1.42,1.22,0,2.37,26.56,0.42,0,0,1.28,0,1.73,0.54,0,5.92,1.09,3.63
120,0,0,2.96,0,6.77,6.82,3.49,56.86,2.01,0,35.07,3.38,0,0,12.77,10.29,1.74,6.42,0,0,73.24,0,0,5.06,259.19,2.06,11.55,2.92,0,0,30.34,0,0,0,0,0,10.16,1.63,0,15.89,0,0
