stage,axial,blastomeres,endoderm,erythrocytes,eye,hatching.gland,neural,notochord,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord
  3-4,108.82,2371.01,0,0,0,0,0,0,0,119.4,0,0,0,0,0
  5-6,240.73,3846.21,13.2,0,0,7.31,143.37,6.07,65.94,156.62,0,0,0,0,0
  7-9,177.18,131.91,207.48,0,370.47,220.46,3909.14,162.98,1336.28,10.92,44.72,0,0,0,0
 10-12,0,133.05,203.24,55.99,176.26,79.47,2964.44,153.72,1005.32,9.04,58.2,4.43,186.41,7.48,5.88
