stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,43.01,1823.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.15,0,0,0,0,0,0,0,0,0,0
  5-6,110.11,1384.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.02,0,0,0,11.43,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,20.97,29.95,0,20.94,0,0,0,115.1,0,0,0,0,0,17.8,0,0,0,0,0,0,0,0,0,0,0,451.84,16.29,0,0,173.93,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,29.94,0,5.07,0,0,0,59.78,0,0,0,0,0,8.22,0,0,0,0,0,0,0,0,0,0,0,750.55,27.11,0,0,112,0,0,0,55.6,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,49.15,14.57,0,15.65,0,0,0,7.74,4.48,0,3.07,0,4.7,0,0,0,2.14,18.37,0,0,20.3,341.34,5.96,7,2.82,1.46,0,7.36,41.31,5.75,0,30.16,120.05,0,0,5.43,0,0
 24-34,0,0,0,0.71,23.52,2.91,0,51.15,0,2.37,0.74,10.45,0,0.74,2.82,8.02,0.72,0,2.53,0,1.35,66.88,0.7,0,25.8,786.94,1.35,6.87,6.02,0,0,40.02,0.93,3.23,0,5.73,189.76,0,0,39.87,0,5.43
 36-46,0,0,0,0,16.55,0,0,136.68,0,3.69,0.65,33.88,0,0,1.65,0.57,0,0,3.7,0,2.86,68.99,1.5,0.8,25.74,982.62,2.54,9.8,1.81,14.25,0,43.79,0,1.3,0.7,0,189.64,0,0,34.4,0,0
 48-58,0,0,0,0,19.1,0,0,241.83,0,0.94,6.8,60.31,0.58,0,0.44,4.74,3.04,1.54,1.67,0,6.47,89.74,0.37,1.74,13.64,801.95,6.42,13.1,18.51,0,0,31.05,0,0,0,0,183.93,0,0,16.99,0,27.02
 60-70,2.52,0,0,0,16.3,0,0,381.26,3.43,0.64,1.69,58.74,0,0,3.88,0.63,4.02,2.51,12.89,1.7,0,111.4,2.49,0,8.64,802.15,0,5.14,1.07,0,0,30.32,0,1.95,0,0,114.38,0,0.79,11.83,0.59,22.81
 72-82,0,0,0.53,0,10.32,0,0,502.22,3.64,4.39,5.4,66.46,8.87,0,3.37,9.49,0.52,4.87,1,0,9.5,161.69,0.78,13.8,9.82,584.43,0,6.71,8.47,0,1.82,13.12,0,0,0,0,78.19,0,8.69,27.26,2.34,0.55
 84-94,0,0,3.16,0,17.27,3.15,1.39,367.04,4.29,2.66,1.49,64.42,4.91,2.11,10.02,3.44,2.27,1.41,1.45,0,12.76,139.28,0.57,16.92,11.7,477.93,4.1,2.07,5.45,0,1.75,54.75,0,1.47,1.89,0,48.34,0.72,3.63,18.19,9.37,14.16
 96-106,0,0,1.57,0,29.67,12.08,0,516.95,6.18,1.23,2.29,75.91,3.55,0,0,5.42,1.7,5.11,6.31,9.48,2.25,96.3,2.73,5.37,10.1,425.74,4.57,19.52,12.76,0,7.78,50.28,0,1.78,0,0,30.53,3.49,3.53,16.27,8.73,17.64
108-118,0,0,4.47,0.74,31.63,2.8,1.17,418.28,2.24,9.03,9.01,88.98,6.98,0,0.99,7.72,5.31,14.08,2.23,1.49,7.72,179.26,0.53,11.91,6.74,464.94,3.24,14.14,8.68,0,4.68,48.54,0,1.49,1.12,0,29.78,4.79,5.1,23.56,0,27.57
120,0,0,0,0,40.85,2.75,0,399.55,24.6,3.16,21.27,155.69,10.42,0,0,16.85,10.99,8.4,8.35,3.99,3.12,116.12,2.7,2.18,6.08,729.77,6.94,15.64,9.97,0,0,69.35,0,2.15,0,0,48.93,7.97,7.08,28.15,9.7,1.1
