stage,epidermis,eye,mesenchyme,neural,pericytes,spinal.cord,vasculature
 24-34,0,0,0,0.67,0,1.02,0
 36-46,0,0,0,0,0,1.34,0
 48-58,0,0,0.63,0.52,0,1.2,0
 60-70,0,5.36,0,2.26,0,0,0
 72-82,0,0,0,3.66,2.36,0,4.47
 84-94,1.55,2.02,0.8,1.66,0,0,0
 96-106,0,0,2.73,0,0,0,0
108-118,0,1.98,0,7.92,0,0,0
