stage,eye,glial,immune,mesenchyme,neural,periderm,spinal.cord
  5-6,0,0,0,0,0,7.83,0
  7-9,5.24,0,0,0,13.13,0,0
 24-34,0,0,0,0,2.39,0,3.26
 36-46,0,0,1.33,0,3.15,7.33,0
 48-58,0,0,12.69,0,1.62,0,0
 60-70,0,2.84,4.31,0,5.73,0,0
 72-82,1.2,0,7.84,0,3.21,0,0
 84-94,8.23,0,15.46,0,1.3,0,0
 96-106,6.3,0,5.62,0,6.75,0,0
108-118,1.4,0,2.95,0.44,3.12,0,0
120,6.84,0,20.32,0,31.98,0,0
