stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,1143.84,21715.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022.34,0,0,0,0,0,0,0,0,0,0,0
  5-6,1434.73,19082.29,0,44.42,0,0,0,0,0,0,0,0,79.26,0,0,0,0,0,0,0,0,0,0,0,606.28,23.82,0,0,141.9,0,242.97,0,0,0,0,0,0,0,0,0,0,0
  7-9,319.67,379.79,0,509.56,0,0,0,870.94,0,0,0,0,277.38,0,0,0,0,0,0,0,0,0,0,0,8515.86,289.15,0,0,3100.15,0,0,181.96,0,0,0,0,0,0,0,0,0,0
 10-12,0,281.34,0,358.18,0,60.88,0,570.71,0,0,0,0,97.73,0,0,0,0,0,0,0,0,0,0,0,5417.65,153.76,0,0,1810.88,0,3.1,48.43,10.7,264.76,0,19.91,0,0,0,0,0,0
 14-21,0,0,0,14.29,179.9,75.2,0,88.11,0,0,46,1.18,3.12,1.88,0,6.12,0.87,0,0,0.88,129.37,0,0,88.52,1641.6,16.07,13.22,14.04,61.08,0,16.24,9.02,251.86,22.79,5.2,194.25,463.48,0,0,14.91,0,4.03
 24-34,0.88,0,0,2.29,27.15,13.66,0,206.23,0.62,0,42.49,1.77,6.5,2.93,3.75,4.08,3.19,6.36,4.1,0,137.01,3.98,0.69,71.87,2202.72,4.86,17.96,9.79,0,0,31.69,0,3.08,8.32,0,14.38,464.81,0,0,31.91,0,1.18
 36-46,0,0,0.85,0,10.03,2.21,0,439.23,0,1.17,43.41,3.02,0,1.87,0.64,2.67,0.65,0.61,0.94,1.33,129.89,1.99,14.65,32.2,1667.04,2.62,14.83,5.62,0,0,8.4,0.81,0,0.94,0,0,346.51,0,0,15.65,0,1.55
 48-58,0,0,0,0,12.49,5.98,0,765.08,2.11,3.49,80.12,0.89,0,1.63,2.05,0,5.41,2.39,1.5,5.91,159.15,1.25,3.89,21.97,1147.03,1.95,8.56,5.9,0,0.39,10.26,0,2.68,2.78,0,0,214.62,0,0.86,20.66,0,5.54
 60-70,0,0,0.89,0,13.68,11.15,0,766.74,1.5,7.22,94.85,0,0,3.32,2.1,1.69,0,1,0.74,0,143.48,1.53,10.42,19.2,750.15,1.68,5.76,13.28,0,9.05,21.87,0,0,6.28,0,0,103.89,2.06,0.57,9.29,1.74,17.85
 72-82,0,0,1.36,0,12.44,12.4,0,363.1,7.09,1.18,74.8,6.88,0,0.51,5.94,0.76,1.39,2.93,3.14,1.89,165.32,0.61,6.09,20.54,445.17,0.5,16.18,1.34,0,2.24,5.56,0,0,1.2,0,0,35.63,1.01,0.52,26.35,4.9,1.73
 84-94,0,0,0.98,1.01,9.27,16.9,0,334.69,3.48,2.35,61.48,4.9,1.71,2.84,13.31,5.64,1.25,2.09,0.6,2.21,185.02,1.34,16.61,17.29,376.41,3.66,9.59,4.93,0,6.07,23.33,0,0,3.33,0,0,17.13,1.71,5.92,18.76,9.54,1.5
 96-106,0,0,1.06,0,25.02,14.13,0.8,208.08,0,1.06,72.68,12.01,0,0.91,22.18,4.91,0,0.97,6.4,7.1,98.49,3.67,5.41,21.38,241.86,2.35,11.97,5.64,0,0,31.62,0,0,2.65,0.84,0,19.92,1.26,2.06,20.94,5.63,5.74
108-118,0,0,0,0.42,33.5,9.12,1.25,212.57,6.97,3.03,67.9,3.09,0,1.02,18.1,7.74,3.06,3.52,2.65,0,93.26,1.25,4.31,16.83,387.22,0.72,8.4,5.43,0,1.14,23.72,0,0,2.43,0,0,9.46,1.12,0,36.08,0.69,3.64
120,0,0,0,0,22.62,22.46,3.69,187.68,3.97,4.45,80.55,18.66,0,0,41.94,0,0,1.76,8.6,0,91.92,1.59,0,22.18,370.63,0,6.88,11.36,0,0,12,0,0,2.47,0,0,8.44,1.1,0,39.67,3.35,0
