stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,45.69,840.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.18,0,0,0,0,0,0,0,0,0,0
  5-6,18.22,1034.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.45,0,0,0,0,0,9.67,0,0,0,0,0,0,0,0,0,0
  7-9,43.91,82.29,0,63.34,0,5.95,159.69,0,0,0,0,0,27.18,0,0,0,0,0,0,0,0,0,0,0,1116.18,71.25,0,0,340.26,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,26.85,0,78.58,0,6.22,98.49,0,0,0,0,0,5.49,0,0,0,0,0,0,0,0,0,0,0,1022.99,72.23,0,0,284.73,0,0,0,35.74,0,0,9.81,0,0,0,0,0
 14-21,0,0,0,0,15.97,7.93,18.21,0,0,0,4.34,0.91,0,1.69,0,0,0,0,2.94,0,16.23,0,0,15.71,374.24,5.05,2.81,0,0,0,0,16.34,0,1.91,23.99,136.85,0,0,5.7,0,2.45
 24-34,0,0,6.27,2.69,24.56,1.28,54.85,0,1.34,3.78,33.09,3.17,0,6.67,0,0,0.66,4.24,0,18.42,130.89,0,0,63.12,2390.4,4.96,14.17,18.24,0,0,7.83,0,3.56,2.41,9.73,612.94,0,0,86.94,0,2.27
 36-46,0,0,0,0,22.83,1.12,141.29,0.68,3.22,4.4,116.58,0,0,1.55,0,0,0,2.1,0,2.52,215.05,0,2.92,44.97,3582.09,10.33,16.52,23.83,0,0,18.19,0,3.45,5.03,0,809.49,0,0,45.23,0,117.93
 48-58,0.39,0,0.95,0,28.89,0,377.84,0.67,1.55,3.95,128.62,0,0,1.88,0,0.89,0,2.37,6.39,18.53,199.79,0,2.32,38.62,3346.05,1.72,11.87,7.43,0,0.96,5.15,0,1.17,0,0,748.96,0,0.85,23.49,0.5,331.21
 60-70,0,0,0.89,0,11.53,0.6,442.77,0,0,7.74,158.6,0,0,2.37,0.57,0.61,10.73,5,3.9,2.15,304.83,0,3.28,38.63,3027.04,0.71,8.4,13.63,0,4.08,9.38,0,1.35,0,0,516.61,0,1.33,25.35,4.56,284.18
 72-82,0,0,0,0,12.35,9.49,441.23,0.72,0,7.78,225.7,6.27,0,5.76,0,0.53,1.14,1.31,0,0.98,286.06,1.23,13.03,26.56,2240.68,0,14.57,10.06,1.13,2.58,1.84,0,2.83,0,0,307.61,2.5,6.29,25.24,9.37,225.64
 84-94,0,0,2.31,0,12.32,2.38,337.33,1.82,2.33,13.54,206.6,0.58,0,2.01,0.71,0.61,1.9,1.43,4.19,11.04,293.91,0,10.86,30.07,1748.78,0.62,13.06,9.2,0,1.49,4.77,0,0,0,0,263.83,1.28,4.9,21.41,7.16,97.85
 96-106,0,0,2.54,0,36.96,17.29,348.23,0,3.17,9.26,169.8,0,0,1.53,4.63,3.75,11.11,2.95,19.3,0,300.55,1.24,7.57,18.55,1325.82,1.7,8.57,20.85,0,6.24,10.27,0,0,0,0,147.96,0.83,6.78,68.08,20.28,51.3
108-118,0,0,0.41,0.74,32.57,1.87,308.77,0.45,0.7,12.81,206.86,2.45,0,1.9,0,0,8.79,1.11,0,1.06,295.42,2.68,19.87,13.96,1676.41,0.91,8.97,27.93,0,17.02,4.71,0,0,0,0,125.82,0.84,5.92,23.86,7.23,73.91
120,0,0,0,0,19.4,0,345.53,0,0,9.39,237.08,0,0,2.27,1.01,0,7.83,3.54,0,0,276.67,0,6.62,44.18,2277.96,0,6.21,18.83,0,3.68,2.62,0,1.21,0,0,102.36,2.31,17.97,59.25,5.13,8.94
