stage,blastomeres,epidermis,eye,gut,neural,olfactory,otic,periderm,pronephros,taste
  3-4,11.23,0,0,0,0,0,0,54.54,0,0
  5-6,39.63,0,0,0,0,0,0,23,0,0
 24-34,0,1.35,0,0,0,0.77,0,0,0,0
 72-82,0,0,0.7,0,0,0,0,0,0,0.74
 84-94,0,0,0,0,0,0,0.88,0,0,0.91
 96-106,0,0,0,0,2.89,0,0,0,0,7.73
108-118,0,0,0,0.47,0,0,0,0,0.76,2.92
120,0,0,0,0,0,0,0,0,0,9.8
