stage,epidermis,erythrocytes,eye,gut,mesenchyme,muscle,neural,periderm,somites,spinal.cord
 14-21,1.13,0,0,0,0.81,1,5.42,0,1.71,0
 24-34,0,0,0,0,0,0,2.6,0,0,0
 36-46,0,0,0.55,0,0,0,5.29,1.12,0,0
 48-58,0,0,0,0,0,0,1.72,0,0,1.29
 60-70,0,0,0,0,0,0,0.89,0,0,0
 72-82,0,0,3.8,0,2.98,0,0,0,0,0
 84-94,0,0,0,0,1,0,0,0,0,0
 96-106,0,0,0.91,1.47,0.96,0,0,0,0,0
108-118,0,0.46,0,0,2.86,0,0,0,0,0
120,1.96,0,0,0,0,0,0,0,0,0
