stage,epidermis,eye,immune,mesenchyme,muscle,neural,otic,spinal.cord
 24-34,0,0,0,0,0.8,0.81,0,0
 36-46,0,1.45,0,1.06,0,0.64,0,0
 48-58,0,0,0,0,0,8.97,0,0.69
 60-70,0,0,0,0,0,2.67,0,0
 72-82,0,0,0,0.73,0,3.34,0,0
 84-94,0,0,2.33,0,0,0,0,0
 96-106,0.78,0,0,0,0,0,0,0
108-118,0,0,1.09,0,0,1.97,6.75,0
120,0,0,0,0,0,4.48,0,0
