stage,epidermis,eye,glial,mesenchyme,mucous,neural,spinal.cord
 14-21,2.17,0,0,0,0,0,0
 24-34,0,0,0,0,0,0,1.16
 36-46,0,0,0,0,0,1.25,1.08
 48-58,0,0,0,0,0.95,0.69,0
 72-82,0.61,9.02,1.99,0.7,0,0,0
 84-94,0,0,2.5,0,0,1.96,0
 96-106,0,0,2.94,0,0,0,0
108-118,0,0,2.85,0,0,4.55,0
120,0,0,1.95,0,0,0,0
