stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,30.34,681.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.67,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,204.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.63,0,0,0,0,0,0,0,0,0,0,0
  7-9,3.28,0,0,5.59,0,0,12.03,0,0,0,0,0,14.8,0,0,0,0,0,0,0,0,0,0,0,117.03,0,0,0,13.18,0,0,19.06,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,28.3,0,0,53.88,0,0,0,0,0,27.36,0,0,0,0,0,0,0,0,0,0,0,346.7,59.56,0,0,52.71,0,3.07,6.79,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,47.14,1.42,3.62,0,0,0,1.94,0.97,0,0,0,4.76,0,0.93,0,0,3.73,0,0,0.82,130.21,9.98,0,5.42,0,0,51.12,0,2,0,0,1.8,60.3,0,0,6.43,0,0
 24-34,0,0,0.67,0,45.66,0.95,9.25,0,5.36,1.31,6.96,0,0,0,0,6.89,0,3.3,0,0,26.61,5.01,0,14.72,583.72,1.26,3.75,4.26,0,0,75.62,0,0,0,0.66,1.55,148.29,0,0,32.85,0,2.13
 36-46,0,0,0,0,50.16,0,31.62,0,11.29,5.38,26.32,4.52,0,0,0,0,1.49,3.14,0,0,62.14,10.41,0,16.52,1013.23,2.51,3.72,0,0,0,44.67,0,0,0.59,0,0,185.08,0,0,19.44,0,0
 48-58,0,0,0,0,43.72,0,114.59,0,9.01,7.86,34.61,0,0,1.33,0.47,4.82,0,2.86,0,0,63.95,2.76,1.18,8.53,806.23,0.51,5.85,1.11,0,0,65.02,0,0,0,6.36,0,191.14,0,0,17.49,0,0
 60-70,0,0,0,0,21.19,2.26,293.83,0,23.9,5.71,60.92,0,0,2.19,6.19,0,1.86,2.7,0,0,115.73,3.67,7.1,5.3,902.62,0,3.7,2.71,0.81,0,41.55,0,0,3.74,0,0,154.29,0,0,7.82,4.68,16.48
 72-82,0,0,0,0,28.3,1.66,269.09,0.82,5.96,4.11,42.65,1.01,0,0.87,0,1.81,0.55,8.46,0,0,133.75,0.61,5.05,4.25,661.96,0.91,0,8.34,0,0,43.89,0,0,0.73,0,0,73.81,1,7.01,17.68,4.11,5.78
 84-94,0.62,0,1.26,0,63.76,6.64,284.67,0.91,31.39,9.99,21.06,5.38,0,2.85,0.59,3.66,1.85,1.31,0,5.22,147.04,14.27,8.67,10.25,369.92,2.7,2.04,9.83,0,0,81.14,0,0,2.12,0,0,76.23,2.55,1.03,33.1,0,0.69
 96-106,1.12,0,0,0,49.39,26.58,113.82,0,15.89,1.67,31.31,1.74,0,8.69,0.73,3.53,0,5.16,9.55,0,135.73,4.3,1.81,8.45,258.4,0.91,4.38,2.72,0,2.55,88.42,0,0,0.69,0,0,56.22,1.13,1.15,14.65,1.42,0.9
108-118,0,0,0,0,61.24,3.82,146.84,0,19.17,17,24.95,8.67,0,2.04,1.42,3.36,6.76,5.92,4.14,0,159.55,15.42,1.15,1.89,426,1.28,4.46,13.89,0,0,51.86,0,0,0,1.73,0,30.8,0.51,0.86,13.1,2.48,0
120,0,0,2.94,0,86.68,5.61,190.59,2.43,18.03,0,81.71,7.61,0,4.06,1.01,6.22,7.44,12.7,1.85,0,97.08,4.89,0,11.35,570.56,1.96,17.53,3.93,0,9.62,42.66,0,0,5.4,0,0,23.73,3.4,0,12.21,11.18,0
