stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,106.87,0,0,0,0,0,0,0,0,0,0,0,33.96,0,0,0,4.74,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,5.54,0,5.19,0,0,0,0,0,0,0,0,0,368.65,0,0,0,0,0,0,0,0,0,0,0,92.13,0,0,0,8.59,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,2.73,0,5.47,0,0,19.23,0,0,0,2.21,0,24.37,21.03,0,0,0,0,0,0,12.04,0,0,3.68,235.72,0,0,0,0,0,4.26,2.73,0,0,0.86,172.75,0,0,0,0,0
 24-34,0,0,1.54,11.62,0,0,36.2,0,0,0,9.61,0,0,1.6,0,0.6,0,0,1.53,0,18.28,0,0,9.09,731.28,2.77,63.53,1.68,0,0,9.81,0,0,0,0.69,518.21,0,0,0,0,0
 36-46,0,0.98,0,0.6,0.7,0,36.98,0,0,0,29.4,0.76,0,0,0,0,0,0,0,0,4.15,0,0,0.66,1348.63,0,82.88,0.8,0,0,6.45,0,0,0,0,573.67,0,0,0,0,0
 48-58,0,0,0,15.05,0,0,199.77,0,0.66,0,75.22,1.51,0,0,0,0,0,0,0.86,2.93,13.65,0,0.63,10.85,2042.79,3.27,109.09,2.56,3.66,0,6.22,0,0,0,0,403.64,0,0,1.93,0,0
 60-70,0,1.44,0,8.63,2.08,0,588.54,0.96,0,0.63,52.63,2.69,0.66,0,0,0,0,0,0,0,13.36,0,1.14,0,2850.41,0,72.83,5.1,0,0,4.48,0,0.63,0,0,294.67,0,1.46,0.58,0,0
 72-82,0,7.6,0,26.75,10.6,0,1688.4,1.11,0,6.62,130.61,0.81,0,0.82,0.59,0,0.93,0.57,0,8.59,57.26,2.55,2.53,1.73,3392.25,0,187.67,10.6,1.13,0,7.9,0,0.98,1.05,0,338.17,7.28,0,6.04,2.46,32.18
 84-94,0,1.96,0,23.42,0.86,0,1338.84,2.06,2.88,1.93,88.66,3.8,0,0,0,0,0,2.23,0,1.74,44.68,0.85,4.6,0.68,2350.75,1.25,143.74,16.25,0,5.27,19.81,0,1.18,0,0,170.74,5.91,1.5,3.79,0,6.46
 96-106,0,4.41,0,32.6,5.34,0.92,2143.25,1.16,0.71,4.33,206.28,5.39,0,0,0.65,0,15.19,9.52,0.63,1.03,49.47,0,0,4.15,2224.53,0,271.16,25.57,0,4.96,23.32,0,1.25,0,0,154.73,10.87,0,0,4,3.88
108-118,0,1.29,0,42.73,1.42,0,1841.62,2.44,0.43,0,183.38,3.39,0,0,1.94,0,2.07,1.03,1.16,0,50.25,1.67,0,0,3767.62,0,182.3,22.83,0,10.87,19.37,0,0.42,0,0,110.49,17.15,2.74,3.65,0.58,0.5
120,0,0,0,20.6,0,0,1141.26,3.76,2.21,0,186.48,0,0,0,0,3.6,0,0,5.59,0,22.77,0,17.89,6.15,3783.9,2.28,159.1,2.1,0,7.61,11.72,0,1.58,0,0,79.65,4.1,0,0,0,0
