stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,24.05,487.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,8.7,406.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.21,0,6.92,0,0,0,0,0,0,0,0,0,0
  7-9,7.14,18.86,0,8.26,0,0,0,55.69,0,0,0,0,0,7.49,0,0,0,0,0,0,0,0,0,0,0,454.94,10.06,0,0,97.42,0,0,7.76,0,0,0,0,0,0,0,0,0
 10-12,0,11.14,0,48.62,0,0,0,42.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.43,5.8,0,0,55.93,0,0,5.62,0,24.22,0,0,0,0,0,0,0
 14-21,0,0,0,0,6.98,0,0,1.16,0,0,0,1.28,0,0,0,0,0,0,0,0,0,1.91,0,0,4.39,88.2,0,3.06,0,1.52,0,1.08,0,1.26,0,1.97,34.26,0,0,0,0,0
 24-34,0,0,0,1.62,1.83,0.76,0,4.99,0,0.7,0.69,1.55,0.66,0,0,0,0,0,0,0,0,4.14,0.84,0,1.55,542.02,0,2.58,2.91,0,0,0,0,0,0.93,0,122.87,0,0,1.26,0,0
 36-46,0,0,0,0,0,0,0,19.85,0,0.74,0,14.09,0,0,0,0,0,0,1.26,0,0,2.52,0,0,0.61,1813.38,0,0.56,1.5,0,0,0,0,0,12.95,0,292.46,0,0,0,0,0
 48-58,0,0,0,0,8.82,0,0,164.49,0,0,0,70.89,0,0,0.55,0.68,0,0,3.75,0,0,30.22,0,0.4,1.45,3306.94,9.88,1.95,1.42,0,0.47,3.76,0,0,0,0,494.92,0,0,0,0,5
 60-70,0,0,0.91,0,11.5,0,0,470.31,0,4.61,0,132.79,0,0,0,0,8.09,8.99,2.6,0,0,32.53,0.63,0,1.08,5933,2.55,0,0,0,0,3.39,0,0,3.18,0,778.98,0,0,3.69,0,1.82
 72-82,0,0,0,0,42.54,6.58,0,1212.71,0.55,8.47,2.71,223.57,0.56,2.07,0.58,0.8,0.68,3.61,12.13,9.13,8.68,98.41,0,3.35,6.06,6733.8,5.64,8.5,3.75,0,0,7.82,0,0,0,0,809.61,8.63,1.34,7.44,11.62,47.68
 84-94,0,0,0,0,34.78,15.84,0,932.35,0,0.65,0,165.8,0,0,0.79,1.26,0,1.29,5.77,0,7.38,57.86,1.39,6.07,3.62,4629.69,4.09,5.35,8.53,0,0,8.89,0,0,0,0,575.19,19.69,1.26,7.61,3.46,9.2
 96-106,0,0,0,0,27.88,8.78,1.05,1050.99,0,0.86,11.34,219.38,3.53,0,0.61,1.24,0,3.6,8.83,6.38,0,68.17,0,2.28,0,4292.12,1.53,2.86,5.73,0,0,16.22,0,0,0,0,292.83,65.15,0.73,0,6.12,27.29
108-118,0,0,0,0.59,65.93,14.08,3.08,936.42,0,2.52,2.14,256.54,5.51,0,0,3.68,0,2.12,16.99,5.93,0,71.82,0,6.07,7.53,7730.65,2.66,2.81,9.24,0,0,8.65,0,0,0,0,218.28,89.33,3.05,26.44,3.87,0
120,0,0,0,0,82.91,19.2,1.71,993.52,0,2.43,0,488.48,2.42,0,0,9.16,1.36,0,7.34,0,0,88.87,1.49,0,4.08,10265.94,0,7.51,12.4,0,5.71,3.95,0,0,1.13,0,238.57,40.02,0,14.35,0,0
