stage,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,4.04,49.82,10.2,0,42.21,0,0,0,3.29,0,1.02,0,0,0.96,0.87,0,0,1.05,23.96,0,0,20.69,419.69,0.85,0.84,8.61,3.18,0,1.15,0,80.62,0.96,6.19,104.39,95.66,0,0,3.58,0,1.85
 24-34,0.8,3.7,26.92,0,0,63.48,0,0.7,3.38,7.15,2.78,0,1.85,0,1.33,0,0,0,3.78,58.22,0,0,34.8,434.95,0.74,7.65,5.1,0,0,2.36,0,0,0,1.51,26.96,82.88,0,0,3.64,0,0
 36-46,0.73,0,10.97,0,0,45.41,0,5.92,0.6,18.16,1.41,0.76,0.56,0,0,0,0,1.29,0,53.8,0,1.53,14.7,227.07,0,5.9,1.61,0,0,2.76,0,1.82,0,0,0,47.87,0,0,1.84,0,0.85
 48-58,0,0,6.52,0.91,0,79.3,0,9.05,2.75,37.47,0,0.48,0,4.48,0,0,0,1.37,3.8,42.85,0,4.97,6.29,107.63,4.28,1.15,0.8,0,0.56,8.2,0,0,0,0,0,24.38,0,0,0,1.68,0
 60-70,0,0,8.22,0,0,121.12,2.52,0,0.6,26.99,0,0,0,0.92,0,3.33,1.13,1.92,0.95,62.65,0,0.65,5.45,50.99,0,2.12,0.62,0,0,2.09,0,0,0,0,0,7.31,0,0,3.79,0,6.48
 72-82,2.01,0,4.12,2.66,0,89.69,0.59,0.5,12.63,57.83,1.19,0,1.57,1.21,1.48,3.44,1.99,1.56,0,108,0.61,0.67,6.77,49.34,0.55,5.23,0.5,0,0,1.18,0,0,0,0,0,46.37,1.85,2.65,12.95,2.73,6.89
 84-94,1.26,0,12.91,4.1,1.17,91.23,0.69,0,3.24,44.77,4.81,1.22,1.57,6.27,1.53,1.8,1.05,4.78,0,77.84,0,2.85,17.63,41.57,0.73,0.81,3.5,0,2.46,0.72,0,0,0,0,0,22.41,2.51,0,1.77,2.26,0.59
 96-106,3.08,0,16.32,18.07,0,60.67,0,1.19,1.45,83.62,1.52,0,3.61,3.4,0,1.42,8.11,2.09,0,107.44,1.09,2.01,14.48,62.22,0.75,3.47,5.11,0,0,5.53,3.39,0,0,0.6,0,23.23,2.67,3.69,2.55,4.4,1.61
108-118,0,0,10.22,21.71,0.82,86.2,0,0,16,65.57,4.6,0,1.72,7.17,2.74,8.87,2.36,0.69,2.79,142.43,0,2.11,21.11,93.53,0,6.9,5.46,0,2.11,1.45,0,0,0,0,0,8.22,1.75,1.36,2.44,2.17,14.1
120,0,0,12.32,6.93,0,41.61,1.18,2.21,11.09,83.12,9.95,0,4.06,2.04,0,8.8,1.62,0,0,103.83,0,13.74,30.11,84.86,1.96,0,6.27,0,5.5,17.57,0,0,1.73,0,0,9.76,5.98,1.95,16.4,0,2.08
