stage,axial,blastomeres,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,32.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,3.68,6.39,0,0,0,0,0,0,0,0,0,7.02,0,0,0,0,0,0,0,0,0,0,8.83,0,0,0,6.05,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,17.88,0,0,0,0,0,0,0,0,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56,0,0,0,0,0,0,0,0,0
 14-21,0,0,19.88,126.55,27.49,0,0,3.07,0,2.33,48.83,0,47.19,0,0,0,0,0,142.84,0,0,102.11,38.03,7.76,1.03,0,0,0,0,0,3.92,0.98,0,4.48,245.28,0,4.13,0,0
 24-34,0,0,11.81,128.21,3.04,5.95,0,13.43,5.22,1.52,3.3,0,68.61,0,0,0,0,0,336.96,0.76,0,155.63,164.66,0,0.77,0,0,1.61,0,0,0.97,3.74,0,4.34,239.7,0,11.69,0,0
 36-46,16.91,0,1.65,16.58,0,11.08,2.12,1.24,5.75,25.1,0,0,81.56,0,0,0,0,0,370.64,0.56,11.34,70.32,178.83,3.28,0,0,0,8.24,7.83,0,0,1.9,0,0,232.86,1.85,4.45,0,0
 48-58,0,0,0,7.79,1.19,23.74,0,2.46,8.91,68.23,0,0,26.66,0,2.06,0,0,0,483.01,0,29.23,56.68,176.05,11.9,0,0,0,4.91,2.67,0,0,0,2.11,0,61.39,1.28,5.57,0,0
 60-70,0,0,0,26.64,2.99,33.04,1.04,8.61,6.06,125.41,0,0,10.13,0.96,0,0,0,0,369.64,0,29.07,20.04,71.19,1.76,0,0,0,0.71,0.83,0,0,0,0,0,75.67,10.44,2.69,0,0
 72-82,0,0,0,10.64,1.27,43.6,1.87,0,11.11,106.57,0,0,8.27,0.52,0,0,0,0,412.6,0,41.13,16.69,159.68,1.94,0,2.86,0,1.58,0,0,0,0,0,0,27.44,18.03,3.46,1.77,0
 84-94,6.16,0,0,35.2,3.69,31.08,0,2.28,8.29,109.92,0,0,5.98,0.62,0,0,0,0,344.71,2.87,30.35,11.22,37.88,3.15,0,3.07,0,5.04,0,0,0,0,0,0,6.51,18.85,3.8,4.33,0
 96-106,0,0,0,8.44,13.55,31.75,0.9,0.91,6.34,98.13,1.66,0,8.31,1.41,0,1.17,0,1.26,262.99,0,18.62,9.25,58.79,0,6.23,2.38,0,5.43,0,0,0,0,1.66,0,1.39,17.59,8.03,2.3,0
108-118,0,0,0,15.42,8.19,38.66,0,1.97,1.27,98.82,0,0,4.39,1.61,0,0,0,0,306.31,0,21.84,5.71,107.57,0,0,9.05,0,15.21,3.63,0,0,0,0.51,0,4.28,11.25,3.34,0,2.55
120,0,0,0,10.34,0,60.92,0,0,0,107.45,3.02,0,5.07,1.43,0,0,3.99,0,123.93,0,17.88,4.01,51.88,5.39,0,5.24,0,26.08,1.64,0,0,0,0,0,45.2,14.73,2.4,0,0
