stage,epidermis,eye,glial,neural,paraxial.mesoderm,spinal.cord
  7-9,0,3.93,0,8.71,3.84,0
 24-34,0,0,0,0.64,0,0
 36-46,0,0,0,8.99,0,2.21
 48-58,0,0.93,0,17.75,0,2.26
 60-70,0,0,0,40.02,0,2.24
 72-82,0,0,0,30.77,0,0
 84-94,0,3.99,0.99,15.06,0,5.51
 96-106,0,16.54,0,21.13,0,0
108-118,0.6,0,0,15.57,0,0
120,0,2.65,0,29.15,0,0
