stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,1418.9,20943.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758.54,0,0,0,0,0,0,0,0,0,0,0
  5-6,3317.9,46051.2,0,33.53,0,0,0,0,0,0,0,0,0,237.34,0,0,0,0,0,0,0,0,0,0,0,1494.91,130.48,0,0,381.49,0,691.11,0,0,0,0,0,0,0,0,0,0,0
  7-9,2821.77,3283.37,0,3581.94,0,14.9,0,11384.82,0,0,0,0,0,3098.42,0,0,0,0,0,0,0,0,0,0,0,85635.66,4322.38,0,0,31187.03,0,220.02,146.14,0,61.05,0,0,0,0,0,0,0,0
 10-12,62.42,4251.66,0,6242.47,0,680.57,0,9757.18,0,0,0,0,0,2617.68,0,0,0,0,0,16.52,0,0,0,0,15.5,106714.03,4480.15,0,0,40798.1,0,123.85,209.1,242.48,5165.51,0,703.02,207.59,0,0,0,0,0
 14-21,12.32,15.94,46.66,454.77,10599.07,3621.84,0,5743.76,0,91.75,0,597.86,319.82,573.52,106.22,159.05,983.68,23.08,44.14,77.92,230.66,3211.68,116.07,0,2653.18,38457.09,2307.66,253.28,802.82,1508.84,0,1260.6,64.52,7779.97,1604.13,2950.05,16566.63,12919.37,0,0,375.54,0,222.13
 24-34,4.4,1.67,86.87,323.82,4994.89,1943.45,0,13175.92,1120.62,397.55,111.27,1114.57,176.89,127.84,177.74,617.29,2855.85,203.94,354.63,362.03,777.22,6154.6,498.09,20,2885.06,57423.04,878.05,1033.09,937.3,1.99,12.68,3204.15,6.84,70.47,1818.47,2664.69,5063.82,13146.33,0,0,1901.12,0,787.34
 36-46,3.74,0,46.55,44.58,2437.52,413,0,15476.06,2421.04,374.91,320.44,1863.84,147.13,18.12,121.75,845.78,1836.97,459.49,247.94,355.1,747.24,5191.69,291.55,103.15,1936.88,51338.22,545.76,788.42,530.39,15.41,8.74,3219.22,20.48,54.73,1405.74,3060.31,222.32,10877.35,0,5.19,946.96,2.33,769.33
 48-58,5.49,1.29,36.83,48.14,2582.67,262.47,0,24565.88,2119.09,535.45,441.64,3995.07,416.69,95.31,146.95,835.94,1041.52,586.05,248.85,629.18,450.24,6866.8,230.8,313.53,1993.07,49691.03,347.37,532.86,628.96,7.33,15.86,2124.23,2.19,4.57,740.56,2856.68,3.65,8989.29,0,22.04,963.68,7.7,1035.48
 60-70,9.85,0,45.16,4.32,2297.63,279.84,30.33,32417.2,1853.46,444.31,352.86,4555.14,995.17,95.85,151.35,1025.78,820.84,734.19,271.11,749.39,290.04,7083.47,168.46,399.99,1428.08,44431.04,221.91,485.62,596.5,3.24,55.79,1696.59,0.85,5.51,674.03,1902.17,0,6017.47,80.48,142.71,788.53,77.01,612.79
 72-82,0,0,206.44,17.13,2226.02,627.47,245.66,31632.21,1267.38,335.17,476.08,4939.99,1920.08,35.75,123.47,1151.15,1321.73,530.75,364.89,1242.87,222.9,7491.61,257.63,345.51,1347.93,37970.79,128.63,690.83,816.22,6.26,94.16,1566.18,4.15,0,908.64,1122.48,0,3815.56,196.14,222.25,1104.17,231.78,770.44
 84-94,0,0,247.58,40.3,3463.52,704.35,628.89,26240.85,1793.5,514.75,372.67,4169.34,3632.96,46.3,141.21,1383.31,2035.54,615.15,431.93,3327.62,321.3,6777.78,278.5,473.85,1328.37,25416.63,163.37,755.82,1097.27,7.7,81.63,3779.47,4.2,0,1949.74,2145.17,0,2462.71,586.94,299.8,1126.17,310.34,485.95
 96-106,3.37,0,260.61,64.9,4055.71,1393.93,553.34,21652.56,2532.56,501.07,290.1,3966.98,4483.33,1.32,250.12,1765.61,2070.86,374.9,603.03,4335.94,159.04,5363.84,339.36,252.75,1204.42,21347.49,160.34,1269.74,1243.78,1.2,153.82,4473.05,29.48,0,1807.73,2145.25,0,1189.48,625.29,195.27,1335.78,270.25,445.33
108-118,11.14,0,229.95,100.44,3924.14,1044.29,903.02,20657.16,2182.11,627.26,252.09,4014.47,5252.48,0,144.34,1480.57,2141.86,500.02,480.82,8084.99,272.02,5756.49,259.07,264.24,1488.85,30677.32,181.92,931.58,1094.38,0,175.54,3603.64,8.23,0,1801.16,2026.36,0,1052.02,623.22,149.61,1126.42,280.66,296.75
120,18.42,0,193.41,31.87,3653.95,1188.11,330.99,19534.1,1352.2,563.31,482.85,5724.39,3615.68,0,135.76,2773.75,1621.7,374.6,432.39,3976.62,73.95,6709.56,166.84,440.76,1767.12,47265.44,371.02,1145.87,1562.21,0,178.78,2448.84,14.39,14.54,1267.57,621.87,0,1448.75,282.66,223.59,1502.2,346.44,183.98
