stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,22989.5,376673.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11791.52,0,0,0,0,0,0,0,0,0,0,0
  5-6,38141.25,576882.24,0,595.26,0,0,0,0,0,0,0,0,0,1288.96,0,0,0,0,0,0,0,0,0,0,0,15834.99,1181.28,0,0,4571.47,0,6777.83,0,0,0,0,0,0,0,0,0,0,0
  7-9,8946.5,13109.04,0,13681.43,0,136.3,0,47527.16,0,0,0,0,0,15232.6,0,0,0,0,0,0,0,0,0,0,0,365252.79,9729.17,0,0,125740.81,0,591.91,1303.66,0,166.32,0,0,0,0,0,0,0,0
 10-12,82.44,9644.37,0,10020.82,0,1046.34,0,28043.91,0,0,0,0,0,6834.47,0,0,0,0,0,66.06,0,0,0,0,58.12,223522.55,5087.8,0,0,97200.03,0,249.6,217.84,543.91,11263.9,0,792.08,236.21,0,0,0,0,0
 14-21,5.39,32.53,1.13,772.93,9218.25,3671.19,0,8653.38,0,2.61,0,339.82,253.07,340.21,10.63,46.29,207.81,24.49,33.87,30.05,135.76,3670.4,20.11,0,3365.28,48648.75,598.07,59.81,663.51,1864.93,0,488.52,15.99,11436.86,109.43,204.94,18377.42,11006.19,0,0,47.02,0,82.39
 24-34,1.76,4.17,1.51,211.88,1331.3,664.05,0,7228.37,47.69,20.22,29.4,283.29,95.8,10.7,16.82,100.38,57.8,99.48,86.39,123.79,117.14,3291.08,33.44,14.24,992.33,20726.78,89.82,114.46,280.46,4.99,1.61,345.62,0,39.06,22.73,67.08,2378.63,3101.2,0,0,273.98,0,127.43
 36-46,1.6,0,0.95,26.67,586.6,38.19,0,4232.14,55.12,41.58,97.31,421.91,104.44,0.59,20.94,133.47,14.58,88.95,67.52,154.06,13.36,1872.39,16.19,51.08,654.06,10683.26,27.17,48.97,122.48,5.14,4.89,214.48,2.14,24.93,18.11,35.93,63.26,1464.39,0,0,190.56,0,77.41
 48-58,1.55,0,0.84,26.75,595.12,31.4,0,3831.15,28.43,53.6,94.93,703.38,187.53,1.4,43.19,75.02,34.06,92.99,59.93,172.7,15.09,1982.09,11.7,138.62,884.24,6985.64,27.33,50.73,148.32,0,2.29,146.51,1.54,8.12,21.87,21.23,1.38,802.26,0,4.36,233.06,2.53,93.4
 60-70,1.76,0,2.38,2.79,443.55,69.16,4.66,2762.84,47.84,32.94,97.21,774.84,230.41,1.75,13.53,75.93,41.41,56.83,28.29,135.32,6.76,1381.93,18.02,94.19,605.13,4358.11,28.82,34.04,89.59,0,10.3,132.15,0,1.38,18.25,9.2,0,276.14,24.19,20.5,167.71,5.33,36.74
 72-82,0,0,5.82,3.87,407.59,197.9,62.6,1681.06,25.84,25.29,100.31,648.04,359.46,0,17.71,204.59,61.28,47.68,44.31,141.37,6.84,1359.28,17.02,72.24,566.43,2960.85,24.48,35.86,77.22,0,20.63,161.49,0,0,28.72,2.66,0,169.85,15.48,22.53,248.97,15.1,47.48
 84-94,0.62,0,3.73,4.45,582.01,237.79,155.01,1419.43,17.6,23.5,90.35,460.66,476.13,3.7,24.1,191.92,73.46,46.26,39.67,240.31,2.31,1184.09,15.52,76.59,644.44,2171.93,26.88,49.02,95.59,3.85,9.92,547.27,0,0,54.23,1.35,0,161.28,34.21,27.64,263.87,14.9,20.09
 96-106,2.25,0,12.9,6.78,721.91,361.08,108.68,1086.21,10.02,48.65,65.02,523.34,427.46,0,36.84,243.71,48.65,18.29,54.98,155.44,3.14,1159.2,40.04,57.75,540.06,1829.98,27.11,39.31,66.36,0,25.14,662.24,3.15,0,49.32,13.95,0,81.75,10.61,27.69,283.11,27.17,30.83
108-118,0.89,0,8.63,11.6,1008.46,348.9,164.88,1173.72,24,102.76,77.69,561.77,271.31,0,24.07,181.95,55.57,37.89,49.55,124.59,7.4,1296.68,21.26,23.15,660.82,2519.3,25.77,40.98,92.3,0,18.59,486.93,3.24,0,32.13,11.26,0,85.12,14.55,13.75,236.86,10.91,65.67
120,4.75,0,14.36,2.55,973.2,317.77,41.61,1002.17,25.17,128.97,108.74,665.49,202.08,0,13.54,235.86,42.81,7.72,32.94,80.71,0,1647.87,27.8,34.66,734.64,2777.64,73.13,25.02,109.35,39.68,48.6,448.12,4.6,0,31.58,2.84,0,55.32,12.23,0,344.48,29.67,30.41
