stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,20.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.57,0,0,0,0,0,0,0,0,0,0
  5-6,0,67.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.59,5.29,0,0,0,0,0,0,0,0,0,0,11.72,0,0,0,0,0,0,0,0,0,0,0,60.36,63.17,0,0,100.84,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.8,0,0,5.91,0,0,11.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.55,60.16,0,0,108.09,0,0,0,17.39,0,18.21,0,0,0,0,0,0
 14-21,0,0,0,5.49,263.74,6.69,18.3,0,0,0,2.02,4.01,0,0,0,1.56,0,0,0,0,68.73,1.03,0,88.42,121.4,26.38,0,3,0,0,1.86,23.59,1.81,1.62,74.54,75.2,0,0,3.91,0,0
 24-34,0,0,0,5.32,104.35,0,31.88,0,3.07,4.82,10.91,0.61,0,8.37,0,0,1.06,0,0,0,261.81,0,0,132.85,258.34,5.42,1.63,8.74,0,0,8.51,2.88,2.43,0,21.01,89.94,0,0,47.85,0,0
 36-46,0,0,0,0,54.11,0,35.98,0.68,4.86,9.92,5.29,0.72,0,11.12,0.89,0,0,0.74,0,2.04,416.38,0,4.16,112.46,85.62,2.74,0,1.18,0,0,0.67,1.39,3.78,0,0,74.23,0,0,11.98,0,0
 48-58,0,1.29,0,0,30.47,0,47.19,0,8.75,6.55,6.04,0,0,2.36,0.52,0,0,0.42,0,3.52,474,0,9.92,72.84,103.13,4.67,0,0.81,0,0,0,0,0.37,0,0,40.78,0,0,11.12,0,8.71
 60-70,0,0,0,0,32.01,0,28.61,2.35,10.58,15.96,6.62,0,0,0.58,1.44,0,0,0.72,1.2,4.47,511.63,0,3,43.67,55.52,0,0,1.63,0,3.97,3.31,0,0,0,0,31.52,0,0.9,5.73,1.47,0
 72-82,0,0,0,0.75,13.4,0,60.93,0,23.96,19.56,14.2,0,0,2.4,3.77,0,0.59,0,0.62,0,728.92,0,15.89,53.81,35.43,0,0,2,0,3.9,0,0,0,0,0,7.18,0,7.51,16.04,5.75,5.59
 84-94,0,0,0,0,41.01,0,42.05,0,9.63,17.97,11.22,0,0,1.91,11.92,0,0,1.35,0,0,475.33,0,13.87,31.65,35.95,1.23,2.46,0.79,0,0.6,0,0,0.62,0.69,0,13.52,0,12.54,10.87,1.95,0
 96-106,0,0,0,0,14.89,0,32.8,0,6.53,8.44,24.72,0,0,1.67,4.07,0,3.66,0.83,1.22,0,450.95,0,2.8,16.61,30.95,0.58,0,0.8,0,11.55,0,0,0,0,0,10.98,1.17,7.67,22.68,6.64,0
108-118,0,0,0,0.74,21.19,0,28.6,0,14.01,22.36,5.02,1.16,0,0.61,4.73,0,3.16,5.32,2.92,1.47,439.77,0.77,1.94,24.12,46.92,2.83,0,14.12,0,2.1,0.55,0,0.42,0.47,0,0,0.41,17.89,22.7,10.92,2.03
120,2.82,0,2.94,0,32.08,13.51,23.07,0,1.01,22.29,33.66,0,0,2.09,26.83,0,0,0,3.92,0,506.55,0,22.26,35.4,66.85,8.74,0,8.89,0,20.17,0,0,0,0,0,0,0,3.24,58.86,28.92,0
